#{"t_start": 1647863149.0000134, "env_id": null}
r,l,t
-16.0,20,60.47802
-17.5,20,123.762638
-10.5,20,198.496553
-8.5,20,250.819587
-6.5,20,321.16003
-17.5,20,388.378509
-17.5,20,433.618213
-13.5,20,495.02083
-17.5,20,552.551692
-9.5,20,610.283793
-10.5,20,683.831191
-7.0,20,744.45053
-8.0,20,802.46594
-13.5,20,846.078651
-6.5,20,905.665838
-9.5,20,963.556823
-15.0,20,1014.192741
-13.5,20,1064.884823
-11.0,20,1138.623987
-9.0,20,1194.233084
-12.0,20,1241.397425
-7.0,20,1310.88843
-20,20,1380.980562
-20,20,1445.040464
-13.5,20,1523.627454
-6.5,20,1560.376034
-9.5,20,1622.093524
-12.0,20,1679.3313
-4.5,20,1737.016136
-13.5,20,1806.913041
-5.5,20,1857.026882
-6.5,20,1916.528394
-6.5,20,1963.677776
-17.5,20,2018.449718
-20,20,2073.671351
-20,20,2145.599314
-7.0,20,2192.805562
-9.0,20,2260.047267
-15.0,20,2318.631881
-17.5,20,2385.442744
-17.5,20,2435.947881
-20,20,2476.84791
-20,20,2524.660021
-16.0,20,2561.98412
-14.5,20,2621.315066
-15.0,20,2679.775255
-10.5,20,2738.76924
-10.5,20,2797.527685
-17.5,20,2846.191849
-17.5,20,2896.880698
-15.0,20,2957.845339
-17.5,20,2996.795513
-10.5,20,3054.81536
-8.0,20,3116.642964
-9.5,20,3184.948
-10.5,20,3252.987864
-15.0,20,3306.419914
-10.0,20,3369.316531
-20,20,3437.733198
-14.5,20,3488.775494
-5.5,20,3553.96988
-9.0,20,3601.818059
-4.0,20,3658.481072
-16.0,20,3727.693542
-17.5,20,3786.723748
-17.5,20,3826.738784
-14.5,20,3878.134098
-7.0,20,3938.972783
-13.5,20,4010.834059
-5.5,20,4068.819616
-17.5,20,4135.393988
-20,20,4207.788371
-5.5,20,4268.84702
-16.0,20,4313.881068
-17.5,20,4368.394287
-12.0,20,4429.73236
-17.5,20,4476.246547
-17.5,20,4530.139107
-20,20,4595.069019
-12.5,20,4649.211864
-12.0,20,4704.660106
-8.0,20,4755.889272
-6.5,20,4823.482148
-5.5,20,4878.55995
-14.5,20,4933.147472
-13.5,20,4973.632416
-9.0,20,5021.945998
-15.0,20,5088.388876
-13.5,20,5145.582297
-15.0,20,5188.997859
-17.5,20,5253.075651
-9.5,20,5319.550971
-16.0,20,5382.597122
-9.5,20,5452.640864
-2.0,20,5514.172079
-17.5,20,5563.662413
-13.5,20,5608.443931
-15.0,20,5669.176544
-2.5,20,5714.383111
-8.0,20,5760.574919
-20,20,5815.067909
-10.5,20,5871.571713
-20,20,5946.541143
-13.5,20,6019.909967
-7.0,20,6076.16227
-9.5,20,6144.915917
-12.5,20,6202.44359
-20,20,6228.532941
-11.0,20,6301.940837
-8.5,20,6351.754717
4.0,15,6395.874195
-6.5,20,6465.90772
-13.0,20,6513.952294
-13.5,20,6587.409204
-4.5,20,6654.559194
-20,20,6726.524778
-13.0,20,6786.230178
-14.5,20,6849.944507
-20,20,6902.886023
-12.5,20,6958.021147
-20,20,7029.856966
-8.0,20,7094.833844
-10.5,20,7154.7536
-13.0,20,7228.191898
-4.0,20,7279.743494
-13.5,20,7344.366916
-11.0,20,7401.977997
-6.5,20,7479.080139
-9.0,20,7542.694021
-8.0,20,7596.421556
-5.5,20,7664.182302
-10.0,20,7733.592062
-17.5,20,7766.548871
-4.0,20,7811.124378
-12.5,20,7868.498435
-11.5,20,7918.029654
-8.0,20,7977.693753
-17.5,20,8007.370534
-14.5,20,8073.07913
-8.0,20,8118.21623
-15.0,20,8172.740951
-15.0,20,8223.989874
-15.0,20,8279.252492
-7.0,20,8358.074788
-4.0,20,8410.807813
-9.5,20,8462.701362
-7.0,20,8523.79364
-12.0,20,8598.602843
-16.0,20,8655.11632
-11.0,20,8717.041822
-2.5,20,8792.099569
-12.0,20,8840.020865
-2.5,20,8904.593691
-16.0,20,8968.080199
-4.5,20,9024.892448
-10.5,20,9110.169081
-12.0,20,9165.526103
-8.5,20,9218.414526
-6.5,20,9275.053236
-15.0,20,9332.174092
-15.0,20,9397.123734
-9.0,20,9440.959689
-9.0,20,9494.539655
-12.0,20,9556.350034
-11.5,20,9616.905133
-16.0,20,9659.09107
-10.0,20,9716.225361
-13.5,20,9772.916401
-6.5,20,9842.95213
-13.5,20,9875.761016
-13.5,20,9937.232268
-17.5,20,9990.751125
-9.0,20,10054.273853
-15.0,20,10107.584369
-4.5,20,10178.183734
-5.5,20,10222.928367
-6.5,20,10284.811621
-10.5,20,10341.459822
-7.0,20,10397.843233
-17.5,20,10453.521041
-14.5,20,10518.772045
-12.0,20,10581.805191
-17.5,20,10650.215477
-14.5,20,10705.839111
-9.0,20,10774.621494
-15.0,20,10834.763514
-6.5,20,10880.705825
-15.0,20,10944.90063
-13.5,20,11006.410959
-17.5,20,11063.615619
-10.5,20,11124.235183
-9.5,20,11195.726139
-17.5,20,11279.596895
-13.5,20,11347.752258
