#{"t_start": 1648003591.5745473, "env_id": null}
r,l,t
1.0,18,70.86689
-5.0,20,142.84477
7.0,13,188.428339
-4.0,20,259.257257
1.0,19,321.649501
-1.5,20,400.591605
-4.0,20,470.044035
-5.5,20,538.839497
-1.5,20,608.207799
-2.5,20,687.921899
-7.0,20,739.043228
-1.5,20,810.316898
6.0,14,855.081978
6.0,14,906.257467
-7.0,20,954.24033
6.0,13,999.896609
-4.0,20,1058.388861
-4.0,20,1115.861368
-5.0,20,1181.734492
-2.5,20,1242.410468
-3.5,20,1310.621961
10.0,11,1352.08026
2.0,18,1415.228989
7.0,11,1456.167644
-6.5,20,1517.812796
1.0,19,1579.047603
-2.0,20,1643.602788
0.0,20,1709.766849
-4.0,20,1760.184635
-3.0,20,1823.998697
1.0,19,1896.358907
-4.5,20,1931.809191
8.0,11,1970.353326
-6.5,20,2042.22321
-3.5,20,2098.961495
-9.0,20,2160.496602
-6.5,20,2232.859147
-4.0,20,2289.916309
-7.0,20,2341.788932
-4.0,20,2413.187196
8.0,11,2454.220076
1.0,17,2513.708682
-5.5,20,2582.824623
-3.0,20,2646.385911
-13.5,20,2674.655306
-3.5,20,2746.479237
10.0,9,2783.764825
-1.5,20,2843.945727
-8.0,20,2913.585926
-1.5,20,2983.8242
5.0,14,3036.046249
-2.5,20,3107.906192
-1.5,20,3172.546641
-10.5,20,3243.942107
-2.5,20,3310.824312
-6.5,20,3367.113978
-7.5,20,3438.566542
-1.5,20,3516.7651
-5.0,20,3571.815761
-8.0,20,3637.47738
-4.0,20,3707.978192
-5.5,20,3765.112229
-4.5,20,3813.744941
-2.5,20,3877.349419
7.0,12,3922.261865
-4.5,20,3986.649937
2.0,18,4046.445986
-4.0,20,4122.594064
-1.5,20,4183.332035
-2.5,20,4244.313205
-3.5,20,4322.446808
-1.5,20,4392.157767
-4.0,20,4446.616128
2.5,17,4510.405971
-5.5,20,4580.975449
7.0,12,4628.9465
-13.0,20,4661.891232
-1.5,20,4723.91943
-3.0,20,4797.293891
-3.0,20,4854.154615
6.0,13,4893.094363
-3.0,20,4965.117136
5.0,14,5002.394005
3.0,17,5067.330978
6.0,15,5109.998643
-6.0,20,5168.942957
-2.5,20,5211.920408
-4.5,20,5262.189221
-3.5,20,5311.374985
6.0,12,5356.486022
3.0,17,5406.381695
-5.5,20,5472.903095
5.0,15,5524.747649
1.0,19,5593.285465
8.0,11,5637.157459
1.0,18,5708.652199
-5.5,20,5784.301443
-0.5,20,5846.579278
8.0,14,5890.862073
-1.5,20,5949.125421
3.0,18,6007.040819
10.0,8,6042.925287
6.0,14,6098.567686
-1.5,20,6162.765402
-6.0,20,6229.032296
-10.5,20,6276.134114
-3.0,20,6345.660926
-5.5,20,6407.12389
-7.0,20,6454.009696
-2.5,20,6528.16964
7.0,12,6563.77984
6.0,14,6610.950512
-6.5,20,6657.457239
-6.5,20,6732.159725
-4.5,20,6783.50431
-2.5,20,6845.784231
-1.5,20,6916.920648
-3.0,20,6979.653355
3.0,17,7046.086648
-2.5,20,7113.092739
-9.0,20,7156.210535
7.0,13,7207.256185
-4.0,20,7271.43624
-4.0,20,7316.55265
-4.0,20,7387.238847
2.0,18,7442.043959
9.0,10,7484.453464
-1.5,20,7551.969842
-6.5,20,7602.952188
1.0,20,7649.028772
4.0,17,7700.075416
11.0,10,7740.343918
-0.5,20,7806.235171
-4.0,20,7874.266205
4.0,15,7927.71778
8.0,12,7974.60177
-1.5,20,8040.738365
-9.0,20,8108.164161
-0.5,20,8160.131462
-11.5,20,8181.610632
-6.0,20,8247.562304
0.0,19,8311.705237
-1.5,20,8383.383465
-1.5,20,8458.47903
-3.0,20,8529.833665
-5.0,20,8589.428787
-6.5,20,8622.370891
-5.0,20,8702.971157
-3.5,20,8773.402047
8.0,12,8815.969915
4.0,16,8871.302684
-12.0,20,8950.539244
-1.5,20,9029.808004
6.0,16,9088.247902
-2.5,20,9170.004767
0.0,20,9252.943885
-3.5,20,9326.591085
