#{"t_start": 1647927870.031719, "env_id": null}
r,l,t
-7.5,20,75.879448
-20,20,106.042423
-11.0,20,161.928528
-3.5,20,229.051242
-11.0,20,295.743273
-5.5,20,363.806242
-8.0,20,436.946316
-9.5,20,507.602389
-6.5,20,579.154675
-6.5,20,638.497992
-5.5,20,692.270917
-6.5,20,753.370514
-4.5,20,801.266799
-7.5,20,866.803542
-6.5,20,927.758344
-6.5,20,995.661414
-12.0,20,1053.702904
-6.5,20,1112.505723
-6.5,20,1182.929616
-6.5,20,1236.790425
-9.0,20,1318.560014
-6.5,20,1389.278058
-11.0,20,1423.362762
-9.0,20,1467.512191
-7.5,20,1509.673191
-5.5,20,1556.196964
-7.0,20,1610.028302
-8.0,20,1680.288117
-12.0,20,1755.621696
-5.5,20,1819.626307
-5.5,20,1888.970859
-9.5,20,1960.238076
-5.5,20,2010.929937
-8.0,20,2068.081307
-13.5,20,2140.196015
-5.5,20,2190.335964
-6.5,20,2256.62017
-7.5,20,2310.032815
-2.5,20,2377.316383
-6.5,20,2418.747619
-8.0,20,2488.470134
-9.5,20,2546.534652
-16.0,20,2573.844276
-6.5,20,2621.570178
-4.0,20,2692.3858
-5.5,20,2765.691396
-2.5,20,2844.20331
-7.0,20,2907.20619
-8.5,20,2969.306699
-8.0,20,3019.125459
-5.5,20,3072.309768
-5.5,20,3113.14392
-5.5,20,3194.607224
-7.5,20,3232.038645
-10.5,20,3266.487208
-1.0,20,3328.561473
-5.5,20,3403.098063
-17.5,20,3448.994457
-12.0,20,3527.894212
-7.0,20,3598.231424
-7.5,20,3668.394967
-9.0,20,3729.551873
-9.5,20,3762.347811
-8.0,20,3807.721394
-2.5,20,3878.39079
-7.5,20,3946.773741
-2.5,20,4024.951906
-4.0,20,4089.210756
-10.0,20,4159.539785
-6.5,20,4213.397925
-9.0,20,4272.085107
-6.5,20,4321.627866
-11.0,20,4368.800242
-5.5,20,4423.977793
-9.0,20,4461.647187
-9.5,20,4507.681307
-12.0,20,4564.331948
-6.5,20,4621.263426
-6.5,20,4694.970692
-9.5,20,4753.368792
-12.0,20,4784.974276
-8.0,20,4826.307156
-6.5,20,4883.582115
-6.5,20,4933.623755
-5.5,20,5000.565984
-6.5,20,5054.683825
-16.0,20,5096.410855
-5.5,20,5147.083812
-8.0,20,5216.403456
-6.5,20,5289.589091
-4.0,20,5360.444981
-5.5,20,5398.900045
-8.0,20,5453.314061
-8.0,20,5527.507306
-13.5,20,5560.857963
-8.5,20,5613.838366
-9.5,20,5644.222044
-9.0,20,5715.560229
-5.5,20,5758.174641
-6.5,20,5826.539695
-5.5,20,5896.654315
-10.5,20,5961.47754
-10.5,20,6016.785618
-9.5,20,6081.73174
-6.5,20,6138.366865
-5.5,20,6210.295668
-2.5,20,6284.947727
-7.0,20,6336.540174
-3.0,20,6413.931816
-1.5,20,6470.145673
-2.5,20,6512.268429
-5.5,20,6553.794139
-6.5,20,6618.488309
-4.5,20,6669.955582
-9.5,20,6711.244541
-8.0,20,6782.751925
-9.0,20,6851.451124
-10.0,20,6914.8035
-5.5,20,6986.896395
-4.5,20,7063.292378
4.5,13,7114.975999
-5.5,20,7160.239056
-6.5,20,7221.91714
-7.5,20,7285.934389
11.0,10,7326.723365
-9.0,20,7392.477358
-9.0,20,7449.543125
-6.5,20,7525.82161
-6.5,20,7601.140298
-8.0,20,7661.203996
-6.5,20,7720.594462
-4.0,20,7769.954918
-6.5,20,7811.531054
-9.0,20,7866.612743
-5.0,20,7932.443226
-7.5,20,7996.45043
-7.5,20,8068.496722
-12.0,20,8113.143604
-10.0,20,8182.520117
-4.0,20,8254.791533
-9.5,20,8314.621899
-9.5,20,8352.91881
-8.0,20,8402.573167
-6.5,20,8450.414383
-8.0,20,8506.980151
-7.5,20,8565.011431
-9.0,20,8645.371934
-9.0,20,8718.258723
-9.0,20,8778.006684
-6.5,20,8830.42288
-7.5,20,8856.606314
-0.5,20,8913.506476
-9.5,20,8981.614301
-7.5,20,9035.371534
-4.5,20,9082.694705
-3.0,20,9143.544074
0.0,19,9215.675157
5.5,13,9256.658937
-2.5,20,9320.260375
-1.5,20,9365.546123
-7.5,20,9407.304433
-9.0,20,9459.882871
-3.5,20,9528.777
-4.5,20,9596.967881
-8.0,20,9629.693689
-7.5,20,9690.597643
-5.5,20,9764.372512
-12.0,20,9816.270335
-5.5,20,9886.841739
-4.0,20,9962.905604
-11.5,20,10008.363791
-9.5,20,10062.504129
-3.0,20,10127.965253
-7.5,20,10190.381104
-9.5,20,10255.06896
-2.5,20,10323.578244
-8.0,20,10406.265268
-4.5,20,10469.310657
-5.5,20,10546.20741
-9.5,20,10596.03223
-6.5,20,10666.328928
-6.5,20,10716.684077
-5.5,20,10797.326591
-7.5,20,10867.251332
-9.0,20,10929.435639
0.5,20,10990.932976
-11.0,20,11033.651074
-5.5,20,11106.291054
-7.5,20,11169.815039
-4.5,20,11240.675393
-5.5,20,11317.167196
-5.5,20,11373.74414
1.0,19,11445.354432
-8.0,20,11513.118685
-4.5,20,11576.622609
-15.0,20,11642.276223
-11.0,20,11706.910199
-4.0,20,11774.881865
-5.5,20,11842.347964
-3.0,20,11910.135573
1.0,20,11977.279487
-7.0,20,12032.839098
-11.5,20,12089.418811
-3.0,20,12157.664009
-5.5,20,12230.742613
7.0,14,12282.646401
-5.0,20,12346.463628
-9.5,20,12421.262291
-10.5,20,12493.969613
-2.5,20,12562.580944
-5.5,20,12642.422237
-10.5,20,12708.037779
3.0,16,12756.744999
-8.0,20,12829.460951
-8.0,20,12902.249465
-9.5,20,12975.983232
-8.0,20,13045.426557
-14.5,20,13090.639698
-8.0,20,13147.080277
0.0,18,13210.17412
-3.0,20,13272.061923
-4.5,20,13321.231006
-10.5,20,13366.317039
-7.0,20,13415.076506
-1.5,20,13464.217673
-2.5,20,13537.868211
-5.5,20,13614.814959
-3.5,20,13688.683812
-2.0,20,13750.784531
-7.0,20,13813.780196
-6.5,20,13849.915035
-7.0,20,13906.676916
-7.0,20,13970.335496
-8.0,20,14034.575855
-9.5,20,14091.217377
-7.0,20,14147.995218
-2.5,20,14218.5681
-5.5,20,14280.628083
-7.0,20,14351.710888
-11.0,20,14434.328786
3.0,19,14486.258635
-4.0,20,14546.957487
-9.0,20,14624.678545
-6.5,20,14683.982336
-7.5,20,14756.095958
2.0,20,14827.393768
-6.5,20,14876.950388
-3.5,20,14937.660564
-2.5,20,15003.799623
2.0,19,15059.814416
-6.5,20,15117.802488
-9.0,20,15167.621701
-6.5,20,15240.056906
-6.5,20,15316.469759
-5.0,20,15384.611017
-5.0,20,15445.078119
-6.5,20,15512.896473
-6.5,20,15573.833267
-5.5,20,15619.18468
-5.5,20,15684.328904
-9.5,20,15738.028161
1.0,20,15793.180435
-4.5,20,15864.099493
-9.0,20,15932.151328
2.5,15,15987.506273
-12.0,20,16056.883874
-5.5,20,16122.512335
-5.5,20,16189.68742
-6.5,20,16257.222067
-5.5,20,16317.472152
-9.0,20,16389.062526
-3.0,20,16453.149309
-13.5,20,16517.258712
-12.0,20,16574.518668
6.0,14,16633.631812
-3.5,20,16708.80578
-6.5,20,16756.741096
-3.0,20,16806.094961
-12.0,20,16866.450882
-9.5,20,16930.063348
-12.0,20,16986.950959
-8.0,20,17035.648891
-2.0,20,17103.215516
-8.0,20,17162.914413
-9.0,20,17230.36247
-16.0,20,17268.022948
-10.5,20,17331.354729
-4.5,20,17403.678205
-7.0,20,17470.261145
-1.5,20,17540.471639
-5.0,20,17621.868292
-6.5,20,17692.950474
-8.0,20,17759.556204
-10.0,20,17814.742459
-4.0,20,17879.105447
-7.5,20,17954.13121
6.0,14,18008.7586
-7.0,20,18084.438908
-6.5,20,18155.958926
-9.5,20,18203.007573
-5.0,20,18278.286838
-9.5,20,18349.863881
-5.5,20,18406.042982
-0.5,20,18477.351333
2.0,19,18548.028039
-9.0,20,18610.429048
-5.0,20,18668.289026
-6.0,20,18727.689682
-10.5,20,18791.868022
-5.5,20,18860.948263
-5.0,20,18926.681856
-8.0,20,18990.331027
-5.5,20,19049.562838
-5.5,20,19109.143609
7.0,11,19148.029694
-6.5,20,19208.821533
-9.0,20,19276.035762
-7.0,20,19336.219028
-5.5,20,19399.871813
-6.5,20,19464.374792
-8.0,20,19528.010621
-4.5,20,19579.543192
-11.5,20,19653.48105
-12.0,20,19697.664002
-0.5,20,19765.25335
-5.0,20,19847.425648
-6.5,20,19904.268887
-7.5,20,19983.10744
-11.5,20,20054.876873
-6.5,20,20113.728309
-6.5,20,20186.047194
-9.0,20,20252.000887
-6.5,20,20300.703589
-6.5,20,20372.470885
-13.5,20,20428.620811
-8.0,20,20501.184984
-8.0,20,20568.668036
-13.5,20,20613.819013
-8.0,20,20669.79188
-2.5,20,20733.172549
7.0,14,20778.229732
-9.0,20,20846.513075
7.0,13,20894.699807
-13.0,20,20947.646884
-6.0,20,21004.077025
-2.5,20,21076.2839
5.0,14,21120.055925
-5.0,20,21190.541695
-4.5,20,21266.979137
-7.5,20,21338.178224
-6.5,20,21399.481864
2.0,18,21467.932797
-5.5,20,21536.332204
-14.5,20,21595.887966
-3.0,20,21647.799347
-2.5,20,21704.050618
-5.5,20,21760.798783
-3.5,20,21824.21896
-10.5,20,21868.507452
-4.0,20,21944.7274
-6.5,20,22016.682618
-8.0,20,22076.442493
-7.5,20,22122.167588
-4.0,20,22186.300007
-5.0,20,22248.961472
-8.0,20,22316.332198
-13.5,20,22365.380077
-7.5,20,22432.739221
-4.0,20,22484.750528
-6.5,20,22535.728005
-5.0,20,22596.246096
-6.5,20,22656.2596
-8.0,20,22723.916347
-5.0,20,22788.255383
-8.0,20,22851.661414
5.0,14,22895.067564
-8.5,20,22971.039259
-8.0,20,23035.945521
-6.5,20,23096.022229
-1.5,20,23164.699792
-9.0,20,23231.643667
-11.0,20,23291.40072
-4.5,20,23358.822005
-2.5,20,23428.459447
-7.5,20,23502.865661
-5.5,20,23565.55948
-4.0,20,23634.649517
-2.5,20,23703.756786
-1.5,20,23748.110058
-3.5,20,23809.222462
7.0,15,23859.691628
-5.5,20,23935.911083
-6.0,20,24008.551049
2.0,17,24069.81776
-17.5,20,24103.592504
-8.5,20,24174.629141
-5.5,20,24230.715544
-10.5,20,24298.985793
-6.5,20,24357.314769
-5.5,20,24438.731674
-6.5,20,24503.24176
-6.0,20,24574.352457
-9.5,20,24641.661002
-8.0,20,24717.978021
-3.5,20,24786.155892
-10.5,20,24830.892656
-2.5,20,24891.979147
-10.5,20,24961.872404
-3.5,20,25020.955807
3.0,16,25076.474974
-4.0,20,25161.889048
-6.5,20,25238.245929
-1.5,20,25314.455339
-6.5,20,25383.060215
4.0,16,25446.080351
-1.5,20,25506.213222
3.0,18,25564.977744
-4.5,20,25614.994244
-6.5,20,25669.399273
-1.5,20,25722.378834
-1.5,20,25788.075215
-11.0,20,25828.614221
1.0,18,25888.400999
-3.5,20,25949.547142
-7.0,20,26018.73254
-9.0,20,26091.444224
-5.0,20,26155.314942
-3.5,20,26230.89979
-3.0,20,26307.411129
-8.0,20,26359.845893
-6.5,20,26431.057765
-6.5,20,26494.404168
-6.5,20,26550.088186
-9.0,20,26621.199196
-2.5,20,26692.170021
-10.5,20,26759.628954
-0.5,20,26834.654378
-11.0,20,26910.798736
-3.0,20,26970.302225
7.0,12,27006.726582
-2.0,20,27078.379269
-1.5,20,27145.231239
-3.0,20,27201.500743
-6.0,20,27277.996405
-5.5,20,27350.165741
-2.5,20,27425.426649
-5.5,20,27485.152353
3.0,16,27547.836279
-2.5,20,27619.610289
-5.5,20,27679.973806
4.0,17,27734.308114
-12.0,20,27804.772316
-6.5,20,27880.779661
4.0,15,27932.182014
-5.5,20,27980.473963
-2.5,20,28047.335172
-7.5,20,28119.169696
-5.0,20,28190.808347
-6.5,20,28250.407207
-4.0,20,28317.36026
-7.5,20,28377.789508
-5.0,20,28445.120166
-11.5,20,28508.868418
-3.0,20,28582.523727
-5.5,20,28653.065177
-1.5,20,28709.493583
-5.5,20,28777.151718
5.0,15,28819.897163
-2.5,20,28882.248864
-4.0,20,28955.078972
-4.0,20,29010.815573
-9.0,20,29069.192283
6.0,13,29116.474513
-4.0,20,29176.585218
-8.0,20,29236.11416
-2.5,20,29288.096944
10.0,10,29330.398101
-6.5,20,29409.713596
-4.5,20,29476.788395
-8.0,20,29521.081358
-10.0,20,29593.354542
-10.0,20,29663.188017
-6.5,20,29722.498304
-7.5,20,29792.252192
-5.0,20,29849.00014
-5.5,20,29901.227571
-3.5,20,29945.35716
-3.5,20,30017.926651
-12.0,20,30058.279414
-1.5,20,30126.478664
2.0,19,30187.322758
-4.0,20,30232.066589
-4.0,20,30307.787993
-4.0,20,30359.83169
-14.5,20,30427.642798
-9.0,20,30478.970004
-1.5,20,30537.796354
-5.0,20,30594.964098
-9.0,20,30641.870342
-6.5,20,30708.600478
-13.5,20,30766.501607
5.0,14,30814.202453
-8.0,20,30881.827725
-8.5,20,30954.259885
4.0,14,31005.667491
-6.5,20,31059.199321
-10.0,20,31142.83452
-8.0,20,31196.059835
-5.0,20,31263.352166
-14.5,20,31330.753939
-6.5,20,31413.823424
-10.0,20,31474.22225
-4.0,20,31532.168959
-5.0,20,31600.433832
-8.0,20,31661.045218
-2.5,20,31739.863363
-10.5,20,31803.185577
-5.5,20,31878.312216
-3.0,20,31935.140416
-1.0,19,31998.906371
-4.0,20,32070.857497
-3.5,20,32133.950679
3.0,16,32201.53774
-3.0,20,32276.695121
-8.5,20,32324.261171
2.0,16,32372.940245
-2.5,20,32445.681942
6.0,13,32497.54921
-5.5,20,32572.615322
-3.0,20,32636.607591
-3.5,20,32708.234671
-10.5,20,32757.953387
-3.5,20,32821.54829
-10.5,20,32876.024954
-10.5,20,32920.128537
-10.5,20,32990.500857
2.0,17,33049.826685
-10.5,20,33110.666872
-1.5,20,33162.611245
-10.5,20,33222.11218
-7.5,20,33266.861027
-4.0,20,33334.772527
-5.0,20,33383.695421
-15.0,20,33435.719504
-2.5,20,33488.31304
-1.5,20,33553.719983
1.0,18,33616.863273
-9.5,20,33677.595312
-6.5,20,33749.186665
-3.5,20,33820.035833
-8.0,20,33880.490344
5.0,14,33924.874985
-13.5,20,33988.675849
-3.5,20,34055.629092
-4.5,20,34122.802407
-4.0,20,34196.917428
-1.5,20,34260.644794
-3.5,20,34323.867609
-1.5,20,34387.599547
-3.0,20,34445.217649
-2.5,20,34508.367016
-4.0,20,34566.383853
-2.5,20,34622.43504
-5.0,20,34693.397209
5.0,14,34743.507657
-6.5,20,34790.548285
-3.5,20,34869.464019
-5.0,20,34932.858897
-2.5,20,35009.223831
-5.0,20,35071.963516
-12.0,20,35130.9797
-12.0,20,35166.035852
-4.0,20,35238.113191
-9.5,20,35306.854132
-5.5,20,35365.895789
-2.5,20,35426.559988
-14.5,20,35481.856338
3.0,15,35532.294195
0.0,20,35614.266385
-9.0,20,35666.478739
-2.0,20,35741.376891
8.0,11,35780.868232
-2.5,20,35836.836849
-2.5,20,35899.440853
-2.5,20,35960.171171
-5.0,20,36031.958731
-5.0,20,36094.887157
11.5,7,36126.132326
-1.5,20,36186.187838
-6.5,20,36233.970507
-6.5,20,36297.384086
-5.0,20,36359.947956
-6.0,20,36430.93352
-4.0,20,36495.966437
-8.0,20,36547.599049
-9.0,20,36605.915272
-4.0,20,36676.351191
-5.5,20,36748.13418
0.0,20,36820.421666
-8.0,20,36898.220912
-12.5,20,36965.556624
2.0,17,37028.625603
-4.0,20,37092.414697
-8.0,20,37136.870635
-3.0,20,37204.839983
-5.0,20,37279.427236
3.0,16,37338.320254
-5.5,20,37403.467032
5.0,15,37449.943276
-5.5,20,37519.762247
-5.0,20,37585.777968
-4.5,20,37664.895979
-6.5,20,37720.804783
-6.5,20,37761.35522
-3.5,20,37835.876455
-6.5,20,37888.739528
-0.5,20,37956.289096
-8.5,20,38027.899833
-9.0,20,38068.012189
-5.5,20,38132.064944
1.0,19,38209.523187
2.0,18,38270.735978
-12.0,20,38334.735212
-1.0,20,38401.307234
-10.5,20,38460.589242
-10.5,20,38531.345681
-6.5,20,38589.210335
-3.0,20,38647.947457
-5.0,20,38704.214764
-2.0,20,38778.769438
-14.5,20,38847.580203
-4.0,20,38904.326844
1.0,18,38975.58347
5.0,15,39032.344049
-11.0,20,39100.56412
0.0,20,39182.479097
4.0,16,39242.642387
-0.5,20,39318.620853
4.0,18,39369.826836
-8.0,20,39428.321805
-0.5,20,39495.441334
-10.5,20,39554.441943
-8.0,20,39625.327514
-2.5,20,39691.719192
-8.0,20,39729.107635
-7.0,20,39801.714008
-9.5,20,39856.073457
-2.5,20,39931.822552
-6.5,20,39994.552455
-1.0,20,40065.663839
-4.0,20,40132.684596
-5.5,20,40180.787454
-5.5,20,40251.335981
-9.0,20,40307.044025
-0.5,20,40365.918748
-3.5,20,40433.662257
-7.5,20,40485.174499
0.0,19,40545.744121
-9.0,20,40616.732091
5.0,15,40667.116559
-4.0,20,40723.864897
-5.0,20,40800.464402
-3.5,20,40859.430531
-1.5,20,40921.462042
-11.0,20,40961.775102
-2.5,20,41032.38763
-7.0,20,41095.313787
1.0,18,41157.675077
-8.0,20,41201.495527
-1.5,20,41275.562461
6.0,15,41333.05848
-5.5,20,41396.517967
-4.0,20,41474.734891
3.0,16,41526.641207
-8.0,20,41595.158418
-4.0,20,41650.599162
-8.5,20,41705.656344
-3.0,20,41757.115487
-1.5,20,41825.451982
-3.5,20,41903.278315
-5.0,20,41975.547812
0.5,18,42026.663624
-16.0,20,42089.550938
-4.0,20,42155.841422
0.5,20,42232.959198
0.0,18,42285.387277
-6.0,20,42349.135991
-10.0,20,42416.322079
3.0,16,42478.531053
7.0,14,42529.872494
-7.5,20,42586.52213
1.0,17,42637.306287
2.0,17,42692.118412
-1.5,20,42772.566064
-2.5,20,42851.769243
-3.5,20,42918.814206
-4.0,20,42992.403981
-3.0,20,43060.733718
-9.5,20,43105.478222
-1.5,20,43173.987581
-8.0,20,43253.951554
-7.0,20,43315.697155
-3.5,20,43385.726213
-2.5,20,43456.174436
-4.0,20,43529.986875
-5.5,20,43569.850651
-10.5,20,43636.172489
-2.5,20,43714.206034
6.0,13,43757.63188
-3.5,20,43834.505447
-3.0,20,43878.701101
0.0,19,43946.638134
-1.0,20,44017.375326
-3.0,20,44071.22055
-5.0,20,44145.181584
5.0,14,44189.653027
-9.5,20,44234.754194
-13.5,20,44289.569155
-11.5,20,44354.152406
-5.5,20,44421.673316
4.0,15,44461.254914
-12.0,20,44503.179564
-1.0,20,44543.136196
-7.0,20,44617.729398
-4.0,20,44688.295016
5.0,16,44727.636054
3.0,19,44783.882608
-4.0,20,44839.792222
-3.5,20,44906.873273
10.0,9,44942.29187
7.0,13,44993.624412
-2.5,20,45061.394346
-4.0,20,45122.547137
-6.5,20,45189.119538
-4.0,20,45243.831388
4.0,15,45294.927634
-9.5,20,45352.67741
2.0,19,45423.383849
1.0,18,45487.268496
-6.5,20,45558.291161
-3.0,20,45624.529369
2.0,18,45664.183934
-5.0,20,45747.180257
-7.0,20,45803.088466
-5.0,20,45873.897466
-3.0,20,45932.527308
-1.5,20,45975.771678
-3.0,20,46050.016231
-6.5,20,46115.044397
-6.0,20,46174.878566
2.0,17,46239.041045
-12.5,20,46301.582905
-8.5,20,46337.732293
-2.5,20,46409.38587
-4.0,20,46479.821838
-2.5,20,46554.635993
-5.5,20,46614.790679
-1.5,20,46663.550311
-4.0,20,46737.219521
0.0,18,46799.982394
2.0,16,46860.212813
-2.5,20,46938.928494
-7.5,20,47016.20309
5.0,14,47055.629307
2.0,19,47112.186494
-6.5,20,47183.752465
-5.0,20,47231.758172
-5.0,20,47295.044865
0.0,20,47369.590417
-10.5,20,47429.390894
-0.5,20,47493.118222
-2.5,20,47554.053269
-1.5,20,47616.568114
-7.0,20,47694.417273
-4.0,20,47753.946179
0.5,20,47826.061461
-3.0,20,47890.671072
-5.5,20,47958.464067
-4.0,20,48009.463898
-6.5,20,48060.256482
1.0,20,48122.7837
-7.5,20,48179.138734
-1.5,20,48254.659218
-0.5,20,48298.080792
-4.0,20,48375.543176
-5.5,20,48446.61461
-4.0,20,48518.359285
-5.5,20,48597.165595
-4.5,20,48672.235326
-8.0,20,48709.891833
-4.0,20,48769.782267
-4.5,20,48810.764397
-7.0,20,48869.201858
-10.5,20,48929.03782
-2.5,20,49005.862275
-4.5,20,49070.534585
1.0,19,49120.883937
-2.0,20,49193.403989
-1.5,20,49276.7438
4.0,16,49332.12988
-3.5,20,49392.903188
-10.5,20,49437.705909
-4.5,20,49493.800497
-0.5,20,49558.277565
-5.0,20,49630.952104
-5.0,20,49701.954971
-4.0,20,49758.394119
-15.0,20,49813.939167
-5.0,20,49866.30549
-2.5,20,49941.848368
-2.5,20,49997.593258
-2.5,20,50065.252016
9.0,11,50104.091155
-2.5,20,50164.30949
-3.0,20,50223.633159
-9.5,20,50295.032845
-1.5,20,50354.88057
-4.5,20,50407.562528
-2.5,20,50466.857866
-3.5,20,50526.533149
-5.5,20,50593.336785
-5.0,20,50648.040079
1.0,19,50710.681338
3.0,18,50785.72292
4.0,17,50845.241662
-8.0,20,50907.544092
-0.5,20,50984.879215
-11.0,20,51037.715381
-3.5,20,51101.056354
2.0,18,51169.768524
-2.5,20,51240.431484
-2.5,20,51314.646193
5.0,13,51363.526232
-1.5,20,51432.581194
-1.5,20,51503.632101
-4.0,20,51569.993728
-7.5,20,51649.073344
-6.5,20,51717.059147
