#{"t_start": 1648178860.4584625, "env_id": null}
r,l,t
8.0,12,56165.519892
1.5,17,56227.398273
9.0,10,56271.809289
10.0,10,56314.837861
-1.5,20,56388.845598
9.0,13,56436.180341
8.0,13,56488.199289
6.0,15,56551.100014
11.0,9,56590.631308
9.0,10,56633.740337
10.0,10,56677.291767
7.0,13,56732.03034
10.0,11,56775.302175
9.0,10,56818.841278
9.0,10,56862.208388
4.0,17,56928.741008
10.0,10,56967.834814
11.0,10,57011.494425
11.0,10,57054.73835
9.0,10,57098.397409
-3.0,20,57165.908118
11.0,9,57205.791642
11.0,9,57241.716489
9.0,10,57285.211444
12.0,10,57325.374877
7.5,13,57380.446857
10.0,12,57430.041577
7.0,14,57489.172707
8.0,11,57531.361377
-0.5,20,57605.500437
7.0,15,57663.614296
9.0,10,57704.526368
8.0,12,57750.889485
-3.5,20,57819.329311
-1.5,20,57886.312604
12.0,9,57925.489995
9.0,13,57976.370996
8.0,13,58026.830763
9.0,10,58069.871302
11.0,8,58105.930182
10.0,8,58141.498574
9.0,12,58191.898125
-1.5,20,58262.207984
4.0,16,58329.3642
10.0,12,58379.586938
7.0,15,58430.368119
9.0,10,58473.122074
10.0,10,58516.019449
12.0,9,58555.490692
9.0,11,58598.307062
6.0,14,58656.942315
10.0,9,58695.981423
11.0,9,58735.588079
-1.5,20,58802.161925
9.0,11,58845.045989
11.0,9,58884.033108
9.0,13,58937.821562
11.0,11,58984.478359
2.0,18,59049.614659
10.0,12,59100.79021
7.0,14,59155.215359
6.0,15,59213.826762
-2.5,20,59276.195837
1.5,17,59343.414216
9.0,13,59398.26951
-6.5,20,59434.015331
12.0,8,59469.807876
9.0,10,59513.057176
10.0,9,59549.273071
6.5,13,59596.087221
11.0,11,59639.25897
4.5,14,59694.164661
12.0,9,59732.529958
8.0,10,59774.893245
9.0,13,59826.541858
7.0,13,59875.432594
9.0,11,59921.978132
9.0,12,59971.971716
6.0,13,60022.285368
14.0,9,60061.681618
8.0,10,60104.231765
9.0,13,60154.627192
13.0,8,60190.529321
8.0,13,60240.886566
8.0,11,60287.795326
11.0,8,60323.030595
11.0,8,60359.161611
12.0,9,60398.582955
0.0,20,60442.430673
11.0,8,60478.129355
6.0,14,60525.223486
5.0,15,60586.112351
8.0,10,60628.605835
7.0,13,60678.650055
9.0,10,60721.685381
4.0,15,60772.668822
-2.5,20,60825.302768
6.0,14,60880.230909
10.0,10,60921.674166
11.0,8,60957.407444
8.0,12,61000.344428
10.0,8,61035.326085
11.0,11,61078.288374
11.0,8,61113.923455
9.0,11,61160.655307
3.0,18,61230.675004
12.0,9,61269.410112
10.0,10,61312.044322
4.0,17,61375.250529
9.0,12,61420.960253
11.0,10,61460.395281
10.0,10,61503.328755
8.0,11,61546.688619
9.0,13,61601.968577
9.0,12,61651.131613
