#{"t_start": 1648348982.255769, "env_id": null}
r,l,t
7.0,13,48.337902
-5.5,20,111.141622
12.0,9,155.379864
10.0,12,206.771316
11.0,8,242.220498
12.0,8,277.35091
12.0,10,319.549497
-1.5,20,381.739806
4.0,18,448.622186
-2.5,20,506.833554
9.0,10,548.849654
11.0,11,594.333391
5.0,16,654.159541
2.0,18,723.041485
7.0,14,780.188464
12.0,8,814.783084
8.0,12,863.930129
6.0,13,917.272015
10.0,10,954.601679
10.0,10,996.516307
11.0,9,1034.189951
9.0,10,1076.635731
6.5,10,1118.927763
11.0,8,1153.670141
11.0,10,1195.962568
-2.5,20,1268.612237
11.0,10,1310.121706
9.0,9,1344.720602
7.0,14,1398.179439
12.0,10,1439.037536
9.0,12,1484.133986
12.0,9,1522.558459
11.0,9,1556.662615
12.0,9,1594.829192
9.0,10,1636.090292
11.0,8,1671.164151
6.0,14,1724.93964
-1.5,20,1802.566654
11.0,9,1840.007084
7.0,14,1896.231606
10.0,10,1938.998504
9.0,11,1979.434514
11.0,9,2017.778888
8.0,12,2066.767876
9.0,12,2115.903288
10.0,9,2153.975662
11.0,10,2195.058802
12.0,9,2233.446966
11.0,9,2271.146831
3.0,16,2331.293509
12.0,8,2364.878945
12.0,10,2407.023622
11.0,10,2447.310606
10.0,10,2488.634661
4.5,14,2541.429778
10.0,10,2581.573275
10.0,10,2623.073684
10.0,10,2664.657579
-3.0,20,2728.937232
7.0,14,2785.135254
7.0,15,2844.296459
12.0,8,2878.614651
9.0,12,2927.049107
-1.5,20,3001.732624
-0.5,20,3073.638316
3.0,17,3133.926765
9.0,11,3174.732404
6.0,15,3234.021378
7.0,13,3282.751202
8.0,13,3335.593991
12.0,8,3368.81661
13.0,9,3407.087913
10.0,8,3441.561939
11.0,10,3483.573252
3.0,16,3549.060547
9.0,12,3597.873325
12.0,8,3632.242517
-0.5,20,3695.608057
9.0,10,3737.31513
2.5,16,3802.019002
11.0,9,3839.960618
-0.5,20,3900.826863
10.0,11,3945.524701
7.0,13,3998.075222
10.0,8,4031.196215
-0.5,20,4095.670703
11.0,9,4133.58935
12.0,8,4167.868354
11.0,10,4209.510762
10.0,11,4254.787369
9.0,10,4295.965651
8.0,14,4352.956792
10.0,10,4390.705425
12.0,9,4428.510846
7.0,15,4487.557699
7.0,12,4535.04744
7.0,11,4576.742216
11.0,8,4610.951251
5.0,15,4671.408496
10.0,10,4712.522853
10.0,11,4750.838957
10.0,11,4795.658649
9.0,10,4837.227856
-3.5,20,4898.189092
8.0,13,4951.236674
6.0,15,5002.371618
11.0,10,5043.891974
7.0,13,5089.106538
12.0,10,5130.230488
8.0,12,5175.566061
10.0,10,5216.989215
9.0,11,5258.74926
7.0,14,5315.877784
11.0,10,5357.53861
9.0,11,5399.276635
10.0,9,5437.293107
9.0,12,5483.444629
11.0,10,5526.61153
10.0,9,5565.937734
-0.5,20,5646.805797
11.0,9,5685.216474
7.0,14,5739.572128
10.0,10,5781.541061
5.0,14,5840.154524
10.0,11,5882.295272
7.0,13,5937.054389
4.0,16,5979.273173
10.0,11,6026.296444
12.0,9,6065.258248
12.0,11,6111.588447
12.0,8,6146.972678
11.0,11,6193.201356
10.0,10,6235.483038
9.0,11,6281.945044
11.0,8,6317.465855
10.0,9,6356.695935
8.0,12,6403.022815
11.0,8,6438.328468
10.0,11,6481.355126
10.0,11,6528.432446
11.0,10,6571.14838
5.0,14,6630.172653
11.0,11,6676.677628
9.0,10,6719.498988
9.0,10,6762.491668
6.0,14,6812.891634
11.0,10,6856.039796
12.0,9,6895.534989
9.0,12,6945.451257
11.0,9,6981.273341
6.0,14,7031.416091
10.0,11,7077.509952
10.0,10,7119.723641
11.0,11,7162.474494
10.0,10,7205.524216
6.0,13,7256.179313
9.0,11,7299.221534
8.0,13,7349.628035
11.0,8,7385.245424
9.0,11,7428.565734
9.0,11,7471.939102
11.0,8,7507.596757
10.0,9,7547.006419
9.0,13,7601.463545
10.0,9,7639.530145
12.0,9,7678.451418
9.0,11,7721.478412
11.0,10,7763.945956
11.0,10,7806.498083
5.0,16,7872.527854
10.0,12,7922.447231
7.0,13,7977.147262
11.0,10,8020.08024
10.0,11,8066.817059
10.0,10,8109.528328
-3.0,20,8188.95882
5.0,15,8251.280213
-2.5,20,8320.512674
-0.5,20,8385.892955
9.0,12,8428.506672
6.0,15,8482.881503
11.0,9,8521.878697
11.0,10,8564.349922
9.0,13,8619.007616
11.0,9,8657.402328
11.0,8,8692.598932
-1.5,20,8765.471796
9.0,12,8811.302391
9.0,11,8858.309718
8.0,13,8911.452237
11.0,10,8954.00624
9.5,8,8989.467011
10.0,9,9028.991643
9.0,12,9079.229402
12.0,8,9114.847483
11.0,8,9150.381839
8.0,12,9200.177617
-2.5,20,9266.545517
11.0,10,9309.440669
12.0,8,9345.120154
12.0,8,9380.928297
11.0,9,9420.325196
10.0,10,9462.928911
11.0,9,9502.167702
9.0,13,9556.437951
12.0,9,9594.353779
9.0,11,9640.475263
11.0,10,9679.83261
11.0,11,9726.596792
-1.5,20,9785.69717
6.0,15,9844.346122
-1.5,20,9913.238919
5.0,15,9974.683408
