#{"t_start": 1648090372.2988038, "env_id": null}
r,l,t
3.0,19,25587.524866
-6.5,20,25660.89585
7.0,12,25711.109197
7.0,14,25763.101974
-5.5,20,25831.205329
-2.5,20,25901.228188
10.0,9,25940.023368
8.0,11,25983.538618
-3.0,20,26027.921965
7.0,13,26075.610728
-2.5,20,26152.922212
2.0,19,26223.529804
-2.5,20,26290.756251
-7.5,20,26364.770838
-2.5,20,26436.125989
5.0,14,26495.468779
6.0,14,26547.101246
3.0,18,26620.168883
2.0,19,26695.182474
-3.0,20,26778.322639
5.0,14,26833.050175
8.0,13,26879.454013
-4.0,20,26949.997338
-2.5,20,27027.922393
10.0,10,27062.926698
-3.0,20,27115.145282
-1.5,20,27177.759872
6.0,13,27231.058563
9.0,10,27270.628667
10.0,10,27314.578997
10.0,9,27354.431971
-1.5,20,27422.265
4.0,18,27476.362765
-2.5,20,27551.649393
3.0,18,27618.44898
7.0,14,27661.973465
-4.5,20,27732.107927
9.0,10,27771.293952
10.0,10,27814.051511
-2.5,20,27877.112926
-3.0,20,27936.683527
8.0,14,27990.879781
4.0,16,28056.893491
-3.5,20,28116.243711
-2.5,20,28191.041323
5.0,14,28244.427458
-1.5,20,28326.112631
-11.0,20,28370.360492
-2.5,20,28444.993437
-1.5,20,28507.982249
9.0,12,28556.441372
-0.5,20,28635.571106
-3.5,20,28675.807956
-2.5,20,28743.115604
8.0,10,28785.986736
3.0,17,28849.690409
-5.5,20,28909.285929
7.0,14,28959.727601
8.0,10,29005.874285
0.0,20,29077.074794
10.0,11,29121.033742
9.0,12,29161.096485
7.0,15,29211.679191
10.0,11,29255.262689
6.0,13,29307.248039
2.0,18,29382.471371
9.0,11,29423.299435
7.0,15,29486.802037
5.0,15,29541.919482
9.0,11,29580.264524
7.0,15,29634.410393
6.0,16,29691.099812
9.0,11,29737.658957
8.0,11,29780.535252
-3.5,20,29857.912272
7.0,12,29899.191083
10.0,10,29941.855949
9.0,10,29984.596024
10.0,10,30023.588165
-3.0,20,30094.306031
1.0,18,30164.215203
8.0,13,30214.059365
6.0,14,30268.451466
8.0,13,30317.920221
5.0,15,30371.840657
-1.5,20,30434.09633
7.0,15,30495.069829
-2.5,20,30564.041654
7.0,14,30622.59258
-7.0,20,30670.865877
11.0,9,30709.381717
0.5,20,30771.411516
6.0,13,30818.525882
-5.0,20,30887.774565
3.0,19,30961.033061
4.0,15,31019.353288
3.0,16,31065.722057
3.0,19,31123.952905
8.0,13,31171.329954
7.0,14,31222.970781
-3.0,20,31293.261336
-1.0,20,31355.821495
-5.0,20,31416.089158
-0.5,20,31489.158231
-2.5,20,31559.787105
-3.0,20,31630.510741
7.0,13,31680.59563
-0.5,20,31758.317678
-2.5,20,31827.904613
-5.0,20,31892.233001
8.0,11,31935.390386
-2.5,20,31998.351898
5.0,14,32048.903923
-0.5,20,32123.574088
8.0,12,32170.179125
-12.5,20,32205.921889
5.0,15,32257.148242
4.0,16,32316.710878
-2.5,20,32397.888738
-0.5,20,32464.807055
-6.5,20,32504.885602
8.0,12,32547.772579
-1.5,20,32614.405752
8.0,14,32672.534616
9.0,12,32717.787462
8.0,13,32760.703126
8.0,11,32803.558496
7.0,12,32850.257771
-3.0,20,32913.225902
7.0,13,32956.569228
2.0,19,33023.155836
0.0,19,33080.604508
9.0,10,33123.483002
-0.5,20,33201.647641
-1.5,20,33271.593642
10.0,10,33314.858566
-2.5,20,33373.117948
-9.5,20,33428.244956
-1.5,20,33494.289561
-5.0,20,33537.929637
9.0,10,33581.137732
-4.5,20,33659.898524
-3.5,20,33725.642591
1.0,20,33776.479654
10.0,10,33819.059939
11.0,9,33853.852372
-2.5,20,33927.972097
-3.0,20,33979.577261
10.0,11,34021.714071
3.0,17,34083.586883
-5.0,20,34149.264131
-4.0,20,34204.880008
6.0,14,34254.893551
0.0,20,34319.829303
-1.5,20,34385.32091
9.5,10,34427.392268
-1.5,20,34505.580727
1.0,19,34566.465283
10.0,10,34608.885569
8.0,12,34659.073412
10.0,10,34702.09649
-5.5,20,34749.441538
11.0,9,34785.132934
5.0,15,34843.788481
9.0,9,34882.076181
-5.0,20,34928.984988
5.0,16,34983.892774
-12.0,20,35046.063886
8.0,13,35092.283723
11.0,9,35130.836879
6.0,13,35180.120396
9.0,11,35219.204486
2.0,19,35292.147419
9.0,12,35337.211241
8.0,12,35379.602299
8.0,10,35421.986244
8.0,12,35464.590377
7.0,14,35507.477221
10.0,9,35543.291029
-1.5,20,35613.438748
-0.5,20,35685.828402
1.0,20,35753.114694
4.0,17,35819.903366
-11.0,20,35895.279534
5.0,16,35953.546049
9.0,10,35995.735597
6.0,15,36050.80939
-12.5,20,36091.212785
2.0,19,36167.847332
13.0,9,36206.764419
7.0,13,36253.720741
8.0,12,36303.495109
1.0,20,36346.761066
8.0,11,36389.039954
10.0,9,36428.087937
1.0,19,36501.305347
0.0,20,36577.953637
5.0,15,36638.831726
-3.5,20,36695.648563
-1.5,20,36768.226156
-1.0,20,36842.437426
4.0,15,36902.925839
-3.5,20,36975.588258
10.0,10,37018.173367
6.5,12,37065.113856
9.0,10,37107.725533
-2.5,20,37177.747097
7.0,13,37231.900569
9.0,11,37270.742398
10.0,10,37314.505278
5.0,16,37369.776677
-2.0,20,37442.752724
9.0,13,37493.059348
10.0,10,37535.85752
6.0,15,37599.133378
4.5,14,37646.037227
8.0,10,37688.61487
-1.5,20,37760.093014
6.0,16,37803.559193
3.0,19,37870.628509
11.0,9,37909.131919
8.0,12,37955.441196
4.0,15,38005.854675
10.0,10,38048.784884
8.0,10,38091.684226
-0.5,20,38166.096405
5.0,15,38228.59932
11.0,9,38267.116108
5.0,17,38336.158822
-1.5,20,38398.391563
7.0,15,38456.859459
7.0,13,38499.441655
9.0,10,38541.904308
10.0,11,38588.457613
-4.0,20,38666.561705
11.0,10,38708.448249
-1.5,20,38785.074785
9.0,12,38827.982819
-2.5,20,38893.827951
6.0,14,38948.132559
-5.5,20,39013.169594
8.0,11,39051.381835
7.0,13,39097.622914
5.5,13,39147.277853
5.0,15,39208.423262
6.0,13,39254.712019
7.0,13,39309.152288
12.0,10,39347.771118
6.0,13,39386.826251
3.0,16,39448.258066
-6.5,20,39513.576527
5.0,16,39571.602514
-1.5,20,39637.204362
7.0,12,39679.591807
7.0,11,39721.724164
0.0,19,39794.477145
8.0,14,39847.803228
9.0,14,39897.156271
11.0,10,39935.742475
-2.5,20,40007.407353
9.0,12,40053.263596
-6.5,20,40116.447327
7.0,12,40166.442509
-8.0,20,40241.291184
-1.0,20,40310.012548
9.0,11,40352.377592
9.0,10,40395.175481
9.0,13,40446.16798
8.0,11,40492.771819
-1.5,20,40574.353617
11.0,8,40608.936328
-2.5,20,40668.198711
-2.5,20,40748.609463
6.0,12,40794.648537
-4.0,20,40838.43679
-2.5,20,40916.44563
-1.5,20,40988.759998
-4.0,20,41047.712809
8.0,12,41091.104799
-4.0,20,41168.136626
2.0,19,41238.046979
9.0,12,41283.209499
4.0,16,41329.812473
2.0,19,41400.683425
6.0,14,41453.87518
-1.5,20,41528.069446
8.0,12,41571.065837
13.0,8,41606.500943
-1.5,20,41679.774429
10.0,11,41726.112486
9.0,11,41768.628701
8.0,12,41811.340964
9.0,9,41849.737423
10.0,10,41892.500129
7.0,11,41939.083402
7.0,11,41981.800031
-1.5,20,42052.338073
0.5,20,42126.581056
10.0,10,42168.747294
10.0,10,42207.51209
-0.5,20,42276.84344
11.0,11,42314.720927
10.0,10,42353.751955
8.0,12,42404.387865
9.5,10,42443.640916
5.0,13,42493.979173
9.0,11,42532.918218
-1.5,20,42603.480499
7.0,14,42654.54242
-4.0,20,42720.579692
9.0,10,42762.081216
11.0,9,42801.160927
10.0,10,42843.303107
2.0,17,42889.871409
8.0,11,42933.439425
12.0,8,42968.862067
-1.5,20,43036.218122
9.0,10,43079.029207
9.0,12,43125.779741
8.0,13,43172.338657
-5.0,20,43253.155007
-3.0,20,43312.236993
11.0,10,43353.823997
9.0,11,43393.259451
3.0,18,43459.565517
8.5,10,43502.62334
7.0,13,43557.142498
-1.5,20,43619.372076
-4.0,20,43686.024023
7.0,12,43735.096419
5.0,16,43786.095558
9.0,10,43828.672004
-3.5,20,43907.070113
9.0,11,43948.276555
9.0,11,43987.089417
5.0,15,44040.708616
2.0,19,44087.592103
9.0,10,44126.943229
-2.5,20,44196.694311
12.0,8,44231.93714
-9.0,20,44297.951885
4.0,16,44355.061655
5.0,15,44415.902229
4.0,17,44469.514355
9.0,10,44510.759561
4.0,16,44569.183988
-4.0,20,44649.519366
10.0,11,44690.694834
9.0,11,44733.314728
10.0,10,44775.736268
-2.5,20,44845.291256
9.0,11,44888.291519
7.0,13,44938.305379
-8.0,20,45018.979424
-4.0,20,45092.48471
-2.5,20,45161.748758
11.0,8,45196.039127
5.0,16,45262.15102
8.0,13,45305.454129
8.0,11,45347.590354
0.5,20,45425.206566
0.0,20,45488.632188
8.0,10,45531.118632
3.0,17,45589.840484
-1.0,19,45663.770974
8.0,12,45710.353954
8.0,13,45761.028645
10.0,10,45798.581831
6.0,15,45849.55083
-2.5,20,45917.512128
1.0,19,45994.807669
-6.5,20,46064.754574
10.0,11,46112.131233
9.0,11,46155.037865
10.0,10,46197.429705
5.0,15,46253.268108
-3.5,20,46318.766975
2.0,19,46391.854723
7.0,13,46441.21131
9.0,10,46483.548693
9.0,11,46526.954531
8.0,13,46571.828938
11.0,9,46610.960807
-2.5,20,46673.603355
5.0,15,46727.036077
9.0,10,46768.935502
11.0,9,46804.460008
-0.5,20,46874.386073
-0.5,20,46925.738583
9.0,11,46963.57611
5.0,17,47029.404524
7.0,13,47082.745018
10.0,11,47125.082462
-9.5,20,47183.220176
11.0,9,47221.450931
8.0,13,47267.511433
9.0,11,47309.765879
0.0,20,47387.533758
9.0,9,47427.16921
-3.0,20,47490.975344
11.0,8,47525.440584
4.0,16,47588.525967
7.0,13,47642.591229
-6.0,20,47717.151101
-7.5,20,47754.062058
4.0,17,47815.947076
-2.5,20,47890.420861
7.0,12,47936.548301
-1.5,20,48002.694965
-1.5,20,48083.912777
-1.5,20,48144.188051
9.0,10,48182.588458
8.0,11,48221.861449
-0.5,20,48292.426182
10.0,10,48334.343039
2.0,18,48399.69786
-3.5,20,48476.499269
9.0,12,48526.071675
12.0,10,48569.704401
-4.0,20,48650.995447
8.0,11,48696.034379
9.0,10,48734.91605
11.0,9,48770.278028
-2.5,20,48841.159618
3.0,16,48906.774671
2.0,19,48950.301524
-2.5,20,49021.365821
-1.5,20,49100.561242
4.0,16,49159.175062
-2.5,20,49215.070048
-0.5,20,49289.854179
3.0,17,49345.709827
-2.5,20,49423.299088
-4.0,20,49497.136761
4.0,15,49558.325785
8.0,11,49605.211594
-2.5,20,49687.478492
8.0,13,49741.898026
9.0,11,49785.209668
-0.5,20,49848.979467
8.0,11,49891.458706
9.0,11,49934.348091
7.0,11,49980.72731
-0.5,20,50051.811343
8.0,12,50098.478632
8.0,12,50144.827043
-1.5,20,50215.71916
9.0,11,50262.039591
9.0,10,50305.056404
-1.5,20,50360.725369
-1.5,20,50426.972377
8.0,12,50469.646997
5.0,16,50529.420839
9.0,11,50571.790061
4.0,16,50638.636393
5.0,16,50690.385515
9.0,10,50728.440623
-2.5,20,50791.567535
-8.5,20,50844.070578
-8.0,20,50899.746074
8.0,11,50945.612557
9.0,13,50995.734491
5.0,15,51046.936708
-4.0,20,51105.781858
9.0,10,51140.244021
3.0,18,51205.821457
2.0,18,51277.592442
-0.5,20,51337.181216
2.0,18,51404.950958
10.0,11,51451.847052
4.0,17,51508.997713
10.0,10,51551.857052
6.0,15,51614.757634
9.0,11,51660.873092
-2.5,20,51720.771809
3.0,17,51790.922859
9.0,10,51826.178292
-1.5,20,51885.889523
13.0,8,51920.906749
1.0,19,51988.002671
-3.0,20,52063.099206
-4.0,20,52119.284179
8.0,10,52162.68929
-2.0,20,52234.265578
-3.0,20,52310.787534
-3.0,20,52362.057066
2.0,17,52425.306345
8.0,11,52467.657232
-1.5,20,52549.165767
9.0,14,52602.88143
10.0,12,52649.713232
12.0,8,52685.634712
12.0,9,52722.03483
-1.5,20,52789.955295
9.0,11,52829.81765
9.0,12,52877.006791
7.0,14,52932.357052
6.0,12,52983.659364
3.0,19,53056.545644
10.0,9,53095.947511
11.0,10,53139.32621
8.0,13,53186.578541
8.0,11,53230.085185
10.0,11,53277.571491
12.0,8,53313.31712
6.0,15,53365.194321
-6.5,20,53444.652542
7.0,14,53495.243863
9.0,10,53538.638368
9.0,11,53585.299527
-1.5,20,53651.817401
7.0,13,53706.139435
11.0,8,53742.415324
-4.0,20,53825.851933
7.0,14,53880.140971
-0.5,20,53954.75681
-4.0,20,54033.221523
4.0,17,54095.063761
2.0,18,54161.321227
-4.0,20,54231.004711
8.0,12,54277.591058
7.0,14,54328.509205
-2.5,20,54392.9305
9.0,12,54439.654082
-1.5,20,54523.627814
-2.5,20,54587.1254
11.0,10,54629.775613
1.0,18,54692.776236
12.0,9,54732.81227
3.0,16,54800.027999
7.0,12,54840.431515
0.5,20,54912.33256
10.0,10,54950.787908
7.0,13,55006.172929
-3.0,20,55077.476473
-1.5,20,55147.745249
9.0,11,55190.818341
12.0,8,55227.155888
6.0,14,55278.672127
-2.5,20,55352.605
5.0,16,55396.155644
8.0,11,55442.657641
10.0,10,55485.369748
3.0,17,55536.058109
7.0,14,55586.543996
7.0,13,55626.403538
9.0,10,55669.212482
10.0,11,55716.013763
8.0,13,55767.071414
10.0,10,55810.885548
6.0,14,55863.233618
-4.5,20,55942.888864
-1.5,20,56010.03845
9.0,10,56053.16074
-5.0,20,56116.853812
-2.5,20,56175.620075
-0.5,20,56239.307382
11.0,11,56286.884911
-1.5,20,56358.023278
-2.5,20,56433.248164
5.0,16,56498.536165
7.0,13,56544.004573
-3.5,20,56607.19622
-2.5,20,56687.054909
7.0,13,56733.947698
7.0,14,56780.413544
-2.5,20,56855.072206
5.0,14,56913.366568
7.0,13,56967.762676
8.0,12,57011.223443
-0.5,20,57065.954552
-4.0,20,57102.784072
8.0,14,57153.373331
10.0,10,57196.685948
7.0,13,57250.724798
-2.5,20,57333.938327
5.0,16,57391.535487
-4.0,20,57469.973222
6.5,13,57519.704774
9.0,10,57562.180111
-0.5,20,57631.837349
8.0,10,57674.920158
5.0,15,57734.315341
12.0,10,57777.029195
-2.5,20,57854.476421
-2.5,20,57927.575542
12.0,9,57962.057598
4.0,15,58011.940496
-2.5,20,58082.134171
9.0,11,58125.136925
11.0,10,58168.227668
-2.5,20,58232.296933
4.0,17,58291.186456
-5.0,20,58357.568073
9.0,11,58399.901137
4.0,19,58474.127534
-1.5,20,58540.841316
4.0,17,58610.838394
8.0,11,58650.156706
7.0,14,58697.08936
9.0,11,58739.796862
