#{"t_start": 1648262053.3613398, "env_id": null}
r,l,t
8.0,13,24407.759097
10.0,11,24454.942289
10.0,10,24495.841899
-1.5,20,24572.620066
11.0,9,24610.303544
9.0,13,24663.495193
11.0,8,24698.343483
12.0,8,24733.622477
11.0,10,24775.754304
10.0,11,24817.81175
11.0,12,24866.971043
6.5,11,24909.115532
11.0,10,24951.196699
10.0,11,24997.066937
9.0,11,25032.093173
8.0,11,25074.282199
7.0,14,25132.146116
6.0,15,25192.744069
11.0,12,25233.80066
7.0,15,25291.018381
7.0,13,25339.178937
-2.5,20,25418.801602
-2.5,20,25487.479168
9.0,12,25537.020631
9.0,9,25572.180014
12.0,9,25610.48826
12.0,8,25645.297018
5.0,16,25706.017302
12.0,8,25740.76789
11.0,9,25779.242019
9.0,11,25824.292694
10.0,8,25858.976864
-4.0,20,25932.124245
9.0,12,25981.868689
9.0,10,26022.987029
8.0,12,26072.195465
10.0,11,26117.840873
2.0,19,26179.640253
-4.0,20,26251.521698
10.0,11,26296.884247
9.0,12,26345.883688
10.0,8,26380.551128
9.0,10,26422.517282
5.0,17,26487.644434
8.0,11,26529.064573
8.5,10,26571.065455
5.5,12,26620.037588
8.0,12,26669.624416
-2.5,20,26735.016444
8.5,9,26773.749895
10.0,8,26808.557096
7.0,14,26865.538438
7.0,13,26919.603055
9.0,10,26960.356272
9.0,12,27010.418356
11.0,9,27047.91564
12.0,8,27082.566486
13.0,8,27117.721089
9.0,10,27160.025428
8.0,12,27210.021486
-1.5,20,27274.468502
9.5,10,27313.339999
11.0,9,27351.772003
8.0,11,27393.710806
-1.5,20,27458.706668
12.0,9,27496.468901
-1.5,20,27565.892766
9.0,12,27612.759377
-0.5,20,27688.285977
13.0,9,27726.535526
7.0,15,27783.629703
8.5,10,27824.244632
8.0,13,27873.320982
9.0,14,27930.194823
13.0,8,27963.493068
11.0,9,28001.977606
10.0,10,28043.740663
9.0,12,28093.146088
8.5,11,28138.569803
7.5,13,28188.207036
10.0,10,28225.74043
7.0,13,28275.113216
9.0,11,28320.99704
6.0,17,28388.484195
10.0,11,28434.436039
10.0,10,28477.467737
9.0,10,28518.558
8.0,12,28568.435344
-1.5,20,28619.367554
9.0,11,28664.152261
11.0,11,28709.958452
6.0,15,28767.873287
9.0,10,28809.976846
9.0,12,28859.92521
11.0,8,28895.297932
2.0,18,28964.70533
11.0,9,29002.733621
10.0,11,29045.28362
-1.5,20,29114.527407
12.0,8,29149.774258
-2.5,20,29218.481897
10.0,11,29264.009918
10.0,12,29312.806923
10.0,11,29358.001378
9.0,11,29403.113749
11.0,8,29437.694108
10.0,11,29482.935866
8.0,12,29531.81409
10.0,10,29573.557832
12.0,9,29612.447669
9.0,11,29654.581969
9.0,10,29696.412634
10.0,8,29731.344383
1.5,20,29803.478145
11.0,10,29845.216111
10.0,10,29883.630658
9.0,10,29925.166301
12.0,9,29963.79719
9.0,10,30005.282065
10.0,10,30047.12378
9.0,10,30089.385933
9.0,12,30138.389606
-0.5,20,30206.923191
4.0,17,30267.142054
9.0,11,30308.72268
9.0,11,30354.519791
11.0,8,30389.037642
-3.5,20,30464.048047
-2.0,20,30532.243734
10.0,10,30574.033974
12.0,9,30612.778623
9.0,11,30654.609586
6.0,14,30701.349113
10.0,10,30742.624934
12.0,8,30777.522442
11.0,8,30812.320388
-2.0,20,30880.760797
11.0,8,30914.745656
-1.5,20,30990.57339
6.0,13,31042.670262
10.0,10,31080.577908
9.0,10,31122.605643
9.0,11,31165.067691
-1.5,20,31236.877635
11.0,8,31271.97545
9.0,13,31324.927171
5.0,15,31385.515381
10.0,11,31429.965855
2.0,17,31479.346114
11.0,10,31522.244248
9.0,12,31571.135677
10.0,10,31611.817827
3.0,15,31668.736606
12.0,8,31703.672987
-3.0,20,31772.515161
-4.0,20,31834.392865
12.0,9,31872.748834
10.0,10,31914.557485
11.0,9,31953.05378
8.0,12,32004.307605
11.0,10,32047.339908
9.0,11,32091.672132
14.0,8,32126.377838
8.0,14,32183.630224
9.0,12,32228.27388
7.0,14,32284.8885
10.0,10,32325.96609
11.0,9,32364.851557
5.0,16,32425.996122
11.0,12,32472.220319
11.0,9,32510.624544
-2.5,20,32565.536791
9.0,10,32604.925604
10.0,10,32647.370012
9.0,11,32689.91666
12.0,9,32728.972805
11.0,10,32771.413891
8.5,11,32813.998136
8.0,13,32864.526156
9.0,12,32913.414279
11.0,10,32954.645881
9.0,10,32996.785651
11.0,10,33039.107676
12.0,9,33077.722701
11.5,8,33112.758288
10.0,10,33155.015851
10.5,10,33193.739474
11.0,9,33231.993549
9.0,11,33270.552846
10.0,11,33315.985188
10.0,11,33361.573059
11.0,10,33399.901529
-1.5,20,33461.362873
11.0,8,33496.741537
9.0,10,33539.302435
9.0,10,33581.229278
9.0,11,33623.609773
12.0,9,33662.58953
6.0,16,33726.645323
8.0,11,33768.806052
12.0,8,33803.957002
2.0,18,33868.313863
11.0,10,33910.686774
7.0,12,33960.237011
7.0,15,34021.027249
11.0,10,34061.950861
9.0,13,34115.684541
7.0,14,34172.105807
12.0,8,34206.841123
-1.5,20,34279.777382
5.0,17,34343.889111
12.0,9,34380.637061
6.0,16,34444.898933
7.0,13,34493.153644
12.0,8,34527.845765
8.5,10,34569.440783
14.0,9,34607.359614
-3.5,20,34661.050271
10.0,9,34698.751348
11.0,8,34732.992453
9.0,11,34774.708704
10.0,10,34816.267745
9.0,11,34857.818369
8.0,15,34910.095341
-3.5,20,34984.388326
10.0,10,35024.745084
3.0,16,35067.06277
9.0,10,35108.207972
8.0,12,35153.529934
-2.5,20,35210.453718
4.0,17,35273.683637
-3.5,20,35337.964844
10.0,10,35379.375433
12.0,9,35417.351346
12.0,9,35455.21045
10.0,9,35492.737888
11.0,8,35526.732303
9.0,10,35568.2593
7.0,15,35624.197102
9.0,11,35661.912383
8.0,14,35710.764745
11.0,11,35755.89981
10.0,11,35800.471609
11.0,10,35838.510096
-1.5,20,35899.145137
12.0,9,35936.667022
11.0,8,35970.691965
9.0,10,36012.160593
-1.5,20,36083.028861
8.0,13,36131.232707
11.0,9,36169.382791
11.0,8,36203.79583
5.0,16,36256.336104
8.0,11,36297.572235
9.0,12,36345.929921
12.0,9,36384.05834
10.0,11,36428.506548
10.0,10,36469.383286
11.0,11,36510.946376
12.0,8,36545.637844
6.0,15,36606.204362
12.0,9,36640.625485
12.0,10,36682.259777
11.0,11,36724.13488
8.0,11,36768.845873
11.0,11,36813.504871
9.0,11,36858.12932
9.0,10,36899.261418
12.0,8,36933.926874
8.0,11,36978.95675
8.0,14,37028.462964
9.0,11,37068.78455
9.0,10,37110.385643
7.0,12,37159.162409
8.0,13,37208.804042
11.0,11,37252.37808
11.0,10,37293.696465
12.0,9,37331.712102
10.0,10,37373.148204
10.0,10,37414.561749
12.0,9,37452.72541
-1.5,20,37516.745746
10.0,10,37558.850345
10.0,10,37600.688044
11.0,9,37639.004783
12.0,11,37683.762045
9.0,10,37724.889753
13.0,8,37759.794396
11.0,11,37804.723017
8.0,12,37853.666231
12.0,9,37890.362784
-1.5,20,37961.459044
6.0,14,38006.985071
5.0,16,38067.512034
10.0,10,38107.075288
9.0,10,38148.225391
13.0,9,38186.549766
9.0,12,38231.377046
11.0,10,38272.924318
13.0,9,38311.341001
11.0,8,38345.557369
4.0,16,38406.092855
10.0,11,38450.884489
7.0,12,38499.257434
12.0,9,38537.508208
9.0,11,38578.97833
11.0,8,38613.190282
10.0,11,38657.889928
11.0,10,38698.592164
4.0,17,38758.216761
11.0,9,38795.815968
10.0,12,38840.314425
7.0,15,38888.520486
-1.5,20,38951.887726
8.0,12,38993.359374
11.0,11,39038.089497
1.0,19,39113.960887
-0.5,20,39171.217938
10.0,10,39212.535603
9.0,11,39257.72094
5.0,16,39306.058359
6.0,14,39358.407799
4.0,18,39429.018727
13.0,8,39463.273774
10.0,10,39505.077716
10.0,10,39547.117702
6.0,14,39604.027321
8.0,11,39644.64322
12.0,8,39679.622271
10.0,10,39721.693486
9.0,12,39767.478361
-1.5,20,39832.398453
10.0,10,39874.123739
8.0,11,39916.103552
7.0,14,39971.613481
12.0,9,40009.370146
9.0,10,40051.029141
11.0,10,40092.789765
8.0,13,40145.323727
4.0,16,40209.480746
-2.5,20,40270.463978
5.0,15,40330.755339
-4.5,20,40391.545473
11.0,10,40432.972592
8.0,12,40481.673869
11.0,10,40523.612915
7.0,12,40572.547247
10.0,10,40612.507736
-1.5,20,40687.914641
-3.5,20,40751.462274
10.0,10,40793.53666
10.0,11,40838.581953
10.0,11,40880.335397
6.0,14,40937.080464
9.0,12,40984.901204
10.0,10,41026.600371
7.0,13,41079.884362
13.0,9,41117.11859
12.0,9,41155.052836
-1.5,20,41230.008757
9.0,10,41271.091927
8.0,12,41316.20208
4.0,17,41383.235589
7.0,13,41435.034981
8.0,14,41484.636917
-1.5,20,41558.331579
8.0,13,41610.625127
-4.0,20,41680.860303
7.0,13,41732.656837
9.0,11,41774.157191
7.0,15,41833.914205
10.0,10,41874.123499
10.0,12,41923.501745
-0.5,20,42000.685077
7.0,14,42052.509507
11.0,9,42090.184745
10.0,11,42131.570099
10.0,11,42177.045395
9.0,10,42217.929611
7.0,15,42277.707826
-2.5,20,42350.981387
11.0,10,42387.800112
5.0,16,42451.957018
7.0,13,42500.540943
9.0,10,42542.066229
9.0,11,42587.750043
-0.5,20,42665.757632
8.0,13,42717.731527
9.0,12,42761.693341
6.0,13,42813.915974
8.0,13,42862.79325
10.0,10,42904.126957
11.0,9,42938.762356
11.0,9,42977.211519
12.0,8,43011.303441
10.0,11,43053.141505
-1.5,20,43120.33384
10.0,10,43162.021064
-0.5,20,43236.678672
9.0,11,43281.157646
8.0,11,43325.580313
7.0,15,43385.430281
8.0,12,43433.400729
11.0,9,43470.09025
10.0,10,43510.885177
11.0,8,43545.321699
-3.0,20,43619.908658
12.0,9,43658.239788
9.0,10,43699.363271
5.0,16,43762.627941
-2.5,20,43820.394362
12.0,9,43858.306146
10.0,10,43899.643846
9.0,12,43944.695931
4.0,16,43996.918711
10.0,11,44041.796365
8.0,12,44090.881047
11.0,9,44127.843466
10.0,11,44172.417975
9.0,10,44213.537065
13.0,8,44248.433265
-2.5,20,44303.655132
10.0,10,44345.367062
11.0,9,44383.520171
11.0,8,44417.901343
11.0,9,44456.319633
9.0,9,44494.831177
10.0,12,44544.060421
9.0,11,44586.462252
9.0,10,44628.781333
6.0,14,44686.552247
11.0,11,44728.94059
12.0,8,44764.170326
10.0,10,44807.320369
6.0,15,44867.510918
11.0,8,44902.46025
12.0,11,44944.746939
11.0,11,44990.790289
10.0,11,45036.258157
10.5,8,45070.965432
10.0,12,45120.866108
10.0,11,45165.447539
12.0,10,45207.51417
12.0,8,45242.481971
10.0,11,45284.702061
11.0,8,45319.812234
-1.5,20,45382.084722
11.0,9,45420.772538
9.0,12,45469.614103
10.0,10,45511.903769
11.0,8,45547.138076
9.0,11,45593.135519
1.0,19,45662.18503
13.0,9,45701.001997
11.0,10,45743.034414
9.0,10,45785.496186
9.0,11,45828.439489
9.0,13,45882.575707
11.0,10,45924.830299
10.0,11,45970.710221
11.0,8,46005.636091
10.0,10,46048.040768
-1.5,20,46102.872224
11.0,9,46141.361285
7.0,13,46190.230198
8.0,14,46243.360404
9.0,12,46292.069434
5.5,12,46340.996181
8.0,12,46387.038767
11.0,8,46421.731465
7.0,12,46470.979087
11.0,10,46512.917202
9.0,11,46558.474036
8.0,13,46611.706937
9.0,11,46655.896257
11.0,10,46697.305656
10.0,11,46736.046321
10.0,11,46781.348184
10.0,8,46815.935976
10.0,10,46858.2168
12.0,10,46900.626276
10.0,10,46942.391785
10.0,10,46984.376021
11.0,8,47018.729552
10.0,11,47063.833046
7.0,14,47119.436572
10.0,12,47168.984526
10.0,11,47214.76692
6.0,15,47271.442448
8.0,12,47319.942719
9.0,10,47357.268023
8.0,12,47399.202996
-3.0,20,47468.450642
10.0,11,47513.34951
-2.5,20,47581.72217
9.0,10,47623.635348
9.0,10,47665.633198
8.5,10,47708.152058
6.0,13,47761.997228
3.0,16,47821.673757
5.0,15,47881.555424
-2.5,20,47947.505502
8.0,11,47989.681005
8.0,12,48039.019547
4.0,19,48115.487918
9.0,11,48157.392693
9.0,11,48199.889496
8.0,13,48250.21149
10.0,9,48287.587746
11.0,9,48322.349985
8.0,12,48368.134487
10.0,10,48410.02081
6.0,16,48470.455528
12.0,9,48508.560426
-3.5,20,48566.568525
9.0,10,48608.377431
12.0,9,48646.932717
9.0,12,48696.087813
-13.5,20,48721.253772
12.0,9,48759.85286
9.0,10,48802.192564
10.0,12,48848.520679
10.0,12,48898.35286
6.0,14,48948.328772
7.0,12,48997.878085
10.0,11,49040.552997
10.0,11,49086.905019
7.0,13,49140.125813
-1.5,20,49212.978739
-5.5,20,49286.648243
3.0,19,49356.569018
11.0,10,49399.377409
11.0,9,49438.691506
10.0,10,49480.79566
12.0,9,49519.578445
10.0,10,49561.887391
9.0,10,49604.545463
10.0,8,49639.822122
10.0,11,49686.206416
11.0,8,49721.128589
7.0,13,49771.291402
11.0,9,49810.123384
-0.5,20,49875.709275
10.0,10,49918.612501
10.0,10,49961.29143
12.0,8,49996.400417
10.0,11,50042.510118
-2.5,20,50108.741045
9.0,10,50151.408895
12.0,9,50190.389304
10.0,10,50232.303139
12.0,9,50271.332386
10.0,10,50313.442193
12.0,9,50352.253846
5.0,14,50405.052659
8.0,12,50454.053432
-3.5,20,50516.738895
9.0,10,50559.217088
12.0,9,50598.168648
10.0,9,50637.0585
8.0,13,50686.159789
11.0,8,50721.477281
11.0,9,50760.369017
12.0,8,50795.118394
7.0,13,50844.91342
9.0,12,50894.667489
5.0,16,50960.891949
0.0,19,51036.885934
11.0,9,51074.484798
9.0,12,51123.935389
12.0,9,51162.717364
11.0,9,51201.396762
12.0,9,51239.923425
8.0,13,51294.104818
10.0,10,51335.732129
-2.5,20,51405.213219
3.0,17,51452.217116
11.0,10,51494.317334
11.0,10,51533.660249
11.0,10,51576.132935
6.0,13,51630.374256
9.0,10,51671.517074
6.5,13,51721.93944
7.0,15,51779.983201
7.0,13,51828.544594
7.0,13,51882.114167
7.0,14,51936.264899
-2.5,20,51997.885567
10.0,12,52047.67662
8.0,13,52102.437325
10.0,12,52152.306007
11.0,11,52195.205218
9.0,11,52237.785882
11.0,10,52280.856624
13.0,8,52316.422749
10.0,10,52359.169925
6.0,12,52409.294039
8.5,10,52452.127966
10.0,11,52498.405374
8.0,10,52540.882128
-1.5,20,52618.001171
9.0,10,52661.085358
12.0,10,52703.858275
10.0,11,52749.976508
7.5,11,52796.238947
9.0,12,52845.462419
6.0,14,52898.688942
7.0,13,52951.752825
12.0,9,52989.436587
-1.5,20,53062.26981
10.0,10,53104.186899
-4.0,20,53176.967069
9.0,10,53219.101358
11.0,10,53261.313154
12.0,8,53296.306442
8.0,12,53341.912167
12.0,8,53376.618158
10.0,9,53415.100116
9.0,10,53456.682106
7.0,12,53506.237114
10.0,11,53552.146425
2.0,18,53624.307047
10.0,11,53669.471788
11.0,10,53711.064303
4.0,16,53775.084806
7.0,15,53836.607774
8.0,12,53885.652849
11.0,9,53923.971167
4.0,17,53988.804565
12.0,9,54028.642276
10.0,10,54071.383679
10.0,11,54117.600675
10.0,10,54156.395386
-0.5,20,54219.019849
11.0,9,54258.285811
9.0,10,54300.785623
9.0,11,54348.0049
5.0,16,54401.49671
6.0,14,54460.590235
3.0,18,54534.406332
11.0,10,54576.769777
