#{"t_start": 1646364079.028574, "env_id": null}
r,l,t
8,6,8450.664292
4,10,8467.189288
3,11,8483.635679
2,12,8506.460856
8,6,8522.815404
8,6,8539.826876
-5,15,8581.384705
6,8,8600.031086
5,9,8622.172222
6,8,8638.82896
3,11,8664.88871
3,11,8687.593802
6,8,8710.12889
0,14,8739.334282
-10,15,8771.927149
5,9,8801.345845
0,14,8833.986833
7,7,8850.409198
1,13,8876.885052
4,10,8899.226179
-6,15,8936.477318
6,8,8962.267673
-4,15,8996.980805
4,10,9028.108477
2,12,9053.982754
-6,15,9083.85683
9,5,9100.609819
6,8,9120.274397
-5,15,9150.054692
-1,15,9172.984991
7,7,9192.903393
-6,15,9215.615453
5,9,9235.201938
2,12,9251.430032
1,13,9287.174336
5,9,9307.60791
-6,15,9335.831658
7,7,9355.397783
-6,15,9384.089349
8,6,9403.884129
8,6,9423.453523
3,11,9452.502411
2,12,9477.415251
6,8,9497.149608
10,4,9513.053893
2,12,9532.359458
7,7,9557.533055
5,9,9574.483538
7,7,9594.013731
6,8,9619.293295
8,6,9638.325194
3,11,9673.444293
3,11,9689.536495
1,13,9714.8859
4,10,9749.019804
10,4,9765.413694
6,8,9785.026058
8,6,9803.989755
8,6,9823.197286
4,10,9842.805017
-4,15,9880.980771
6,8,9896.934294
8,6,9913.294174
9,5,9928.967979
6,8,9951.39119
9,5,9970.721973
-4,15,10000.249871
7,7,10023.579643
-1,15,10049.407155
2,12,10071.483191
4,10,10103.952729
4,10,10132.919546
4,10,10154.904122
8,6,10174.920103
-4,15,10204.130773
3,11,10226.250167
2,12,10264.041333
8,6,10283.025321
-4,15,10299.462233
7,7,10322.36641
9,5,10338.063232
8,6,10357.18501
7,7,10376.469524
4,10,10395.672413
8,6,10415.575002
8,6,10434.734401
9,5,10451.084211
-6,15,10493.104435
10,4,10508.770104
-7,15,10528.486382
8,6,10544.518125
8,6,10560.987578
8,6,10576.988804
7,7,10600.140341
-6,15,10621.616467
7,7,10641.402222
9,5,10657.637817
6,8,10674.096374
8,6,10693.58069
7,7,10713.627585
-1,15,10745.874736
9,5,10765.061365
3,11,10797.147528
5,9,10820.091264
6,8,10836.096606
-6,15,10880.5301
8,6,10897.224288
-3,15,10920.143772
10,4,10936.201967
8,6,10952.793635
8,6,10969.47979
-4,15,10987.294377
-4,15,11004.11713
9,5,11020.920947
7,7,11037.703281
6,8,11061.053774
6,8,11077.388559
3,11,11109.673843
7,7,11129.344806
6,8,11154.467162
9,5,11172.766044
10,4,11188.921932
3,11,11217.306139
10,4,11232.946828
8,6,11255.442049
-4,15,11287.679918
3,11,11313.985041
-3,15,11345.934412
4,10,11365.128029
2,12,11401.702124
-6,15,11430.671468
7,7,11453.94028
-12,15,11479.063807
-4,15,11498.35454
-4,15,11543.646452
6,8,11565.906138
10,4,11581.644593
8,6,11601.481874
-6,15,11636.313697
7,7,11658.468771
-6,15,11690.97906
-4,15,11719.542032
6,8,11739.126103
4,10,11772.135865
9,5,11787.898344
1,13,11813.765549
2,12,11835.987958
6,8,11855.302375
7,7,11877.650147
9,5,11897.274341
6,8,11913.316639
7,7,11935.896804
8,6,11952.177096
8,6,11973.77295
2,12,12002.965664
9,5,12019.696975
10,4,12036.162385
4,10,12061.006986
-7,15,12079.831981
5,9,12102.146017
8,6,12122.599674
7,7,12139.22397
-3,15,12174.257336
7,7,12190.469557
2,12,12213.479519
9,5,12229.968905
7,7,12249.251023
8,6,12265.332053
10,4,12281.031408
8,6,12297.066344
-9,15,12325.936031
5,9,12347.860724
-1,15,12388.437049
4,10,12414.643633
4,10,12437.122741
5,9,12457.267031
8,6,12473.600307
8,6,12492.919699
3,11,12521.858061
10,4,12538.392802
9,5,12554.688609
-1,15,12587.389996
9,5,12603.958121
-6,15,12648.824292
6,8,12673.892911
5,9,12694.148866
0,14,12729.429583
10,4,12746.53052
6,8,12769.145962
5,9,12791.560371
6,8,12808.74075
-5,15,12840.664442
-3,15,12873.746224
7,7,12889.771165
6,8,12906.288377
-15,15,12923.435773
7,7,12939.945343
7,7,12960.736994
-1,15,13003.011442
9,5,13022.501633
6,8,13048.383727
8,6,13064.607512
7,7,13080.570658
7,7,13100.651878
5,9,13125.71138
9,5,13142.876541
7,7,13160.009335
4,10,13186.217769
-4,15,13202.226063
8,6,13218.831532
3,11,13251.209542
-5,15,13290.292509
3,11,13319.983604
7,7,13345.765628
6,8,13362.654298
5,9,13385.261909
5,9,13408.179555
5,9,13434.098542
2,12,13451.139036
-8,15,13464.13099
2,12,13496.86864
9,5,13513.266154
10,4,13529.374162
10,4,13545.746418
4,10,13568.153309
-1,15,13599.195293
3,11,13630.027985
8,6,13651.670025
7,7,13673.603847
6,8,13692.560289
8,6,13711.209965
9,5,13727.47017
-5,15,13753.265493
7,7,13773.500073
6,8,13793.335223
2,12,13818.65397
6,8,13841.270224
6,8,13857.860052
4,10,13882.989109
7,7,13899.621981
10,4,13916.024625
-4,15,13951.908354
5,9,13980.302736
-5,15,14020.182092
4,10,14045.612365
7,7,14067.040249
8,6,14083.238052
2,12,14117.869082
9,5,14134.155666
4,10,14153.097931
-4,15,14180.490165
-4,15,14196.916423
7,7,14213.169025
7,7,14235.894079
9,5,14252.175885
0,14,14284.294327
6,8,14300.300296
4,10,14322.476454
9,5,14341.735779
8,6,14357.45627
9,5,14373.60694
10,4,14389.99388
-6,15,14428.293961
0,14,14456.496967
3,11,14478.718137
-6,15,14514.294439
8,6,14529.624504
8,6,14552.037616
8,6,14574.063853
10,4,14593.300603
10,4,14609.85162
3,11,14641.6409
5,9,14657.699218
6,8,14677.132502
8,6,14693.270322
7,7,14713.0723
8,6,14732.951881
7,7,14749.196017
10,4,14765.904814
8,6,14782.004297
3,11,14797.924415
2,12,14820.654877
4,10,14836.938543
7,7,14853.174309
10,4,14869.566832
9,5,14886.104135
3,11,14914.958287
10,4,14931.015294
4,10,14957.366278
4,10,14979.874001
9,5,14997.033059
7,7,15013.598171
7,7,15032.748602
4,10,15066.578326
10,4,15082.700508
7,7,15098.887834
-4,15,15124.833903
4,10,15150.329844
9,5,15166.239918
-3,15,15206.908612
8,6,15222.616925
6,8,15241.695893
2,12,15261.228144
1,13,15295.811175
4,10,15320.598416
4,10,15342.753352
6,8,15364.931636
5,9,15381.035943
-4,15,15412.876229
-4,15,15447.600141
4,10,15466.443004
7,7,15482.235482
7,7,15498.387073
8,6,15517.761964
10,4,15533.755631
8,6,15549.911729
-4,15,15585.710985
9,5,15601.999387
1,13,15627.950289
5,9,15659.911676
9,5,15678.682141
6,8,15708.434387
-6,15,15752.575844
9,5,15768.494421
2,12,15788.17822
7,7,15810.78696
5,9,15836.395698
4,10,15862.529961
9,5,15878.497057
3,11,15901.183687
9,5,15917.63853
5,9,15937.131499
6,8,15959.571618
4,10,15982.17259
8,6,15998.231165
6,8,16014.647456
8,6,16033.926754
5,9,16056.055933
4,10,16088.572712
4,10,16112.032688
10,4,16128.773623
10,4,16145.067252
8,6,16161.542769
6,8,16184.095041
8,6,16207.708877
5,9,16224.124731
3,11,16250.164114
8,6,16266.71664
9,5,16282.679688
8,6,16305.556617
10,4,16322.940898
7,7,16345.383196
4,10,16361.250258
9,5,16377.820603
10,4,16394.373139
8,6,16413.574971
9,5,16430.742521
10,4,16446.674871
7,7,16463.151723
8,6,16479.163307
9,5,16495.418845
7,7,16521.3907
5,9,16550.466623
6,8,16570.338024
-1,15,16618.601329
9,5,16635.212107
3,11,16666.845024
9,5,16686.018178
10,4,16702.742394
-15,15,16741.286477
8,6,16753.848674
-1,15,16792.334396
9,5,16811.990323
9,5,16828.058486
10,4,16845.080769
9,5,16861.854726
5,9,16878.574887
10,4,16894.469292
9,5,16914.204135
7,7,16936.927177
6,8,16956.351432
9,5,16973.411413
8,6,16989.897468
0,14,17020.284217
10,4,17036.548296
9,5,17053.005568
8,6,17068.96318
8,6,17092.466139
1,13,17124.671912
9,5,17140.505403
9,5,17156.684386
8,6,17173.200851
1,13,17204.923918
8,6,17227.531957
3,11,17252.677457
6,8,17272.192808
7,7,17297.921111
3,11,17317.439348
9,5,17333.5379
9,5,17350.055134
7,7,17369.291299
7,7,17388.952138
9,5,17404.707856
5,9,17421.304803
2,12,17446.124542
8,6,17462.864492
5,9,17482.230809
7,7,17501.948815
-3,15,17531.62351
9,5,17547.588291
4,10,17576.226387
9,5,17593.17636
5,9,17613.186821
5,9,17635.321811
9,5,17651.065632
9,5,17670.31009
7,7,17693.239436
0,14,17712.145003
9,5,17728.322459
1,13,17744.274832
5,9,17760.491938
10,4,17776.254394
3,11,17804.066937
5,9,17832.67137
7,7,17858.965247
-4,15,17898.126091
7,7,17917.054955
5,9,17942.714101
10,4,17958.904961
7,7,17975.022118
3,11,17997.789599
8,6,18017.053475
9,5,18033.838598
9,5,18053.385892
9,5,18070.230774
-3,15,18112.2897
9,5,18131.272626
8,6,18147.461771
0,14,18175.74962
6,8,18192.0023
3,11,18227.540144
5,9,18253.911622
8,6,18270.165007
-6,15,18318.166389
0,14,18352.770441
7,7,18375.646025
9,5,18392.242353
9,5,18408.965908
10,4,18425.002039
9,5,18440.860264
5,9,18459.331987
7,7,18484.358353
5,9,18507.191763
0,14,18554.039279
-12,15,18582.843461
9,5,18602.267855
10,4,18618.325965
1,13,18644.780481
9,5,18664.658247
9,5,18684.22771
9,5,18700.201729
8,6,18720.205045
8,6,18739.884819
10,4,18756.936216
9,5,18773.150025
9,5,18792.836436
3,11,18825.057913
7,7,18841.875098
9,5,18861.701318
8,6,18877.746184
8,6,18894.077818
3,11,18914.30103
5,9,18939.82528
4,10,18965.149105
7,7,18987.331734
9,5,19003.977402
9,5,19020.380435
7,7,19037.14314
7,7,19059.403197
8,6,19082.158049
8,6,19098.215178
4,10,19124.028332
9,5,19140.513675
5,9,19168.986123
10,4,19185.626081
9,5,19202.575223
7,7,19219.110131
9,5,19235.539466
8,6,19251.572241
3,11,19283.155946
1,13,19308.374198
10,4,19324.914625
7,7,19344.159627
9,5,19363.148407
8,6,19382.782121
8,6,19399.914313
8,6,19419.342785
2,12,19438.635673
7,7,19461.557417
7,7,19477.606915
5,9,19499.930117
7,7,19522.357045
10,4,19538.474215
6,8,19557.913931
5,9,19578.032067
6,8,19598.19828
-5,15,19639.442305
1,13,19655.692239
7,7,19671.775239
4,10,19698.07883
6,8,19724.342926
6,8,19750.629915
9,5,19770.830401
10,4,19788.226995
8,6,19811.248921
0,14,19843.143174
7,7,19858.918137
-5,15,19892.550478
0,14,19923.98324
-1,15,19955.960659
9,5,19975.098412
9,5,19991.558246
1,13,20017.639532
8,6,20033.700761
9,5,20049.939206
8,6,20072.203963
6,8,20092.084433
10,4,20108.12888
7,7,20125.194501
10,4,20141.796197
7,7,20158.781982
6,8,20175.472331
9,5,20194.424358
6,8,20210.724572
9,5,20226.426129
9,5,20245.353863
9,5,20261.865068
10,4,20277.728887
5,9,20303.199549
8,6,20319.108525
9,5,20334.755434
10,4,20350.877765
8,6,20367.04694
10,4,20383.217726
6,8,20409.336334
8,6,20425.635341
10,4,20441.587167
10,4,20457.600935
4,10,20473.328303
8,6,20489.485682
10,4,20505.978163
8,6,20525.15241
10,4,20541.199269
5,9,20566.556888
1,13,20608.26845
8,6,20631.112986
1,13,20663.10884
7,7,20686.008114
4,10,20711.977715
9,5,20729.070176
4,10,20755.575444
10,4,20771.701947
10,4,20788.311884
3,11,20814.150637
9,5,20830.61281
7,7,20847.14363
8,6,20867.037495
7,7,20890.493624
9,5,20906.590139
10,4,20923.384606
10,4,20939.460023
6,8,20958.296059
10,4,20975.038965
9,5,20991.408546
9,5,21008.0861
2,12,21037.488721
6,8,21064.098469
9,5,21080.315783
7,7,21099.997997
9,5,21116.67427
7,7,21132.732612
10,4,21149.246962
9,5,21168.851827
10,4,21185.345212
3,11,21204.647374
9,5,21220.837984
10,4,21237.174929
10,4,21253.205539
8,6,21272.884114
9,5,21288.871092
10,4,21305.373697
10,4,21321.369747
6,8,21338.3696
3,11,21362.140207
9,5,21378.758201
9,5,21398.559541
10,4,21414.656226
8,6,21434.389033
5,9,21459.729392
10,4,21476.292174
10,4,21493.199137
-4,15,21509.533661
10,4,21526.226655
3,11,21558.31218
8,6,21574.72718
8,6,21595.249817
6,8,21611.768037
8,6,21633.8379
10,4,21650.395437
4,10,21667.287543
8,6,21689.939451
6,8,21716.23531
9,5,21732.878144
8,6,21752.896071
6,8,21775.966213
7,7,21792.487944
7,7,21815.072273
8,6,21831.180126
7,7,21847.906862
9,5,21864.603885
-6,15,21893.80598
10,4,21910.274285
9,5,21930.019747
9,5,21945.999271
9,5,21965.618747
8,6,21985.522129
9,5,22001.58043
9,5,22020.884363
8,6,22036.733782
10,4,22053.160805
5,9,22079.246114
4,10,22095.425913
10,4,22112.174905
3,11,22131.692626
9,5,22147.910366
3,11,22164.379717
10,4,22180.852864
9,5,22197.434994
9,5,22214.201465
9,5,22233.988456
10,4,22250.881633
10,4,22267.163239
6,8,22287.115316
9,5,22304.617366
10,4,22321.290104
-6,15,22361.190346
6,8,22377.463023
9,5,22393.896448
5,9,22410.707514
8,6,22427.482843
8,6,22444.543507
-10,15,22487.015968
7,7,22507.919134
9,5,22525.287225
10,4,22541.877848
3,11,22564.486198
9,5,22580.511264
9,5,22597.198445
10,4,22613.515178
9,5,22632.559392
10,4,22650.024072
9,5,22666.702342
9,5,22683.184563
10,4,22699.962136
10,4,22716.104235
3,11,22744.712656
8,6,22761.052389
6,8,22783.141715
9,5,22799.909329
7,7,22816.220181
8,6,22832.684397
7,7,22852.298267
7,7,22875.597116
0,14,22911.50393
8,6,22927.905997
0,14,22964.177073
10,4,22980.961823
3,11,23012.77144
8,6,23028.580694
9,5,23044.944068
9,5,23061.13996
8,6,23077.383399
10,4,23093.769857
-6,15,23117.250054
5,9,23136.915178
9,5,23153.424684
4,10,23182.839307
-6,15,23214.786762
10,4,23230.902477
10,4,23247.121262
10,4,23263.425121
10,4,23280.1241
4,10,23296.200008
9,5,23312.7619
8,6,23329.382951
7,7,23355.733062
7,7,23378.289244
6,8,23394.192864
9,5,23410.405174
-1,15,23426.441622
9,5,23446.192937
10,4,23462.614231
9,5,23479.16206
6,8,23505.360757
10,4,23521.441047
10,4,23537.25811
9,5,23553.71245
6,8,23579.171376
7,7,23595.55423
7,7,23611.864586
8,6,23634.956361
9,5,23651.218968
8,6,23667.789045
8,6,23686.763639
-6,15,23731.979726
10,4,23744.669111
-4,15,23779.667532
10,4,23795.48837
8,6,23815.005364
10,4,23831.692238
5,9,23860.569658
10,4,23877.204157
1,13,23893.96829
6,8,23913.160774
10,4,23930.000096
8,6,23946.888248
1,13,23988.712527
6,8,24005.249969
9,5,24021.846251
5,9,24054.321349
10,4,24071.044106
5,9,24094.398697
8,6,24111.295306
9,5,24127.605853
9,5,24144.133658
9,5,24160.202878
9,5,24176.835457
8,6,24197.466375
9,5,24213.772654
7,7,24230.398754
3,11,24256.519491
6,8,24276.379061
9,5,24292.81073
9,5,24312.388779
6,8,24335.37936
8,6,24351.919807
10,4,24368.740784
7,7,24384.951076
-5,15,24423.497574
6,8,24447.23042
4,10,24470.554469
6,8,24492.610398
9,5,24509.144856
-4,15,24556.89153
10,4,24573.684044
7,7,24597.347604
8,6,24613.858291
3,11,24640.036636
8,6,24656.807856
9,5,24676.520033
6,8,24699.733092
10,4,24716.239928
-4,15,24738.444885
7,7,24755.366081
9,5,24772.140717
9,5,24788.566375
8,6,24804.853766
3,11,24830.691617
10,4,24846.884646
6,8,24870.104038
6,8,24886.698221
8,6,24903.266916
9,5,24919.739859
10,4,24936.013086
6,8,24955.244097
8,6,24972.417468
6,8,24988.950148
7,7,25008.664703
2,12,25039.67156
7,7,25059.81464
6,8,25079.111624
10,4,25095.743582
10,4,25111.860067
9,5,25128.295264
8,6,25146.855926
3,11,25181.956461
10,4,25198.843167
10,4,25215.000592
8,6,25235.037254
7,7,25251.618445
7,7,25271.510228
9,5,25287.609831
9,5,25304.127699
-4,15,25329.764444
8,6,25345.846767
3,11,25365.127184
8,6,25381.116062
3,11,25409.796919
10,4,25426.341422
10,4,25442.349574
10,4,25458.826787
8,6,25478.716567
3,11,25501.385999
6,8,25520.598711
9,5,25537.574962
6,8,25554.277977
10,4,25571.474297
-6,15,25619.353938
10,4,25636.104676
8,6,25658.921221
-8,15,25700.745556
7,7,25716.97985
10,4,25733.268194
7,7,25753.803966
7,7,25770.272947
9,5,25786.958792
7,7,25806.538793
1,13,25845.566758
6,8,25868.399107
7,7,25884.990215
10,4,25901.697355
10,4,25918.488269
8,6,25940.923382
10,4,25957.913953
8,6,25981.553302
8,6,25998.660741
6,8,26018.364813
7,7,26034.711323
1,13,26063.977504
7,7,26083.406319
9,5,26103.234035
9,5,26119.324827
4,10,26142.78425
