#{"t_start": 1646622810.51222, "env_id": null}
r,l,t
13.0,6,29598.834314
11.0,7,29621.320654
4.0,15,29662.366883
1.5,15,29703.742463
1.5,15,29725.662277
12.0,7,29744.543978
1.5,15,29769.139988
15.0,3,29782.622662
1.5,15,29809.567393
2.5,15,29831.787366
0.0,15,29867.592929
10.0,9,29886.162653
-5.0,15,29920.779399
5.0,14,29949.162074
-7.0,15,29993.448905
11.0,8,30012.825388
6.0,13,30046.900026
10.0,9,30063.256818
10.0,9,30085.810419
4.0,14,30107.966813
12.0,6,30123.356854
0.0,15,30154.602132
15.0,3,30167.262643
14.0,4,30183.909875
8.0,11,30218.601702
-2.5,15,30255.304255
4.0,15,30292.819583
1.5,15,30312.832074
0.0,15,30354.340398
12.0,6,30377.879108
-4.5,15,30406.113729
-2.5,15,30441.054475
8.0,11,30460.843879
4.0,15,30480.488115
-2.5,15,30514.867061
12.0,7,30530.881862
7.0,12,30556.750288
-1.5,15,30573.35472
-3.0,15,30590.227916
9.0,10,30607.146276
0.0,15,30636.02028
15.0,4,30652.104983
8.0,10,30677.808058
1.5,15,30690.959217
15.0,4,30707.148338
14.0,5,30726.496691
13.0,6,30743.230293
1.5,15,30768.557276
4.0,15,30797.199193
14.0,4,30810.086118
10.0,8,30823.327791
9.0,10,30842.178789
13.0,6,30858.576257
4.0,15,30884.257771
12.0,7,30906.697206
