#{"t_start": 1646673732.4543939, "env_id": null}
r,l,t
9.0,9,13.204793
-4.0,15,35.178713
2.5,15,73.521897
15.0,4,90.554182
15.0,3,103.974626
11.0,8,130.546484
-5.5,15,158.885145
9.0,9,177.942716
9.0,10,200.619192
5.0,13,226.010611
14.0,5,241.978432
-5.5,15,251.986479
-6.0,15,281.438111
-3.0,15,313.168352
9.0,10,335.795509
6.0,12,351.564614
7.0,11,370.94264
1.5,15,399.491364
4.0,14,419.071707
-7.0,15,453.827513
0.0,15,480.207058
15.0,3,492.817439
0.0,15,521.390683
15.0,3,534.609138
-1.5,15,551.461556
1.5,15,571.372701
0.0,15,611.289197
-2.5,15,639.397244
5.0,14,674.747185
7.0,11,696.870816
4.0,15,727.836298
5.0,13,752.783276
5.0,13,781.155684
-1.0,15,822.658173
-3.0,15,856.578771
6.0,13,872.662769
12.0,6,885.894159
9.0,10,916.913151
-3.0,15,958.457307
9.0,9,980.384914
15.0,4,996.486058
14.0,5,1012.506506
11.0,7,1032.046191
-8.5,15,1069.862185
-1.5,15,1107.448124
1.5,15,1150.611239
10.0,8,1163.653887
1.5,15,1189.239029
5.0,14,1233.372801
4.0,15,1256.492371
0.0,15,1284.724642
-1.0,15,1313.450657
11.0,8,1332.924317
3.0,15,1358.874254
1.0,15,1390.660425
10.0,9,1415.363571
11.0,7,1434.942885
7.0,12,1460.79404
7.0,11,1483.761673
7.0,12,1502.909891
9.0,9,1521.614683
15.0,3,1534.014356
11.0,8,1553.361017
-7.0,15,1562.954023
10.0,9,1586.206322
-1.5,15,1605.443851
0.0,15,1618.517059
3.0,15,1640.940876
1.5,15,1672.370899
7.0,12,1688.501271
12.0,7,1705.020851
-2.5,15,1728.139501
3.0,15,1749.217484
-5.5,15,1775.068164
10.0,9,1801.104505
13.0,6,1819.964322
-1.5,15,1845.290826
1.5,15,1877.197312
6.0,13,1905.237204
11.0,7,1921.474323
0.0,15,1937.679245
1.5,15,1975.641511
1.5,15,1998.633702
-5.5,15,2011.934866
13.0,6,2034.438738
6.0,13,2057.870573
-2.5,15,2081.240251
5.0,14,2124.561092
13.0,5,2138.269672
13.0,6,2157.232957
7.0,11,2188.549219
1.5,15,2207.479562
5.0,14,2235.180241
-1.5,15,2266.556416
12.0,7,2283.434328
9.0,9,2311.629047
15.0,2,2321.535282
0.0,15,2353.149981
12.0,7,2368.919146
-5.5,15,2415.605086
12.0,5,2429.942387
10.0,9,2452.073765
7.0,11,2481.53993
8.0,11,2510.666213
8.0,11,2529.824803
11.0,7,2548.436277
13.0,5,2565.159429
6.0,13,2584.379995
1.5,15,2625.044161
9.0,10,2648.392451
-12.5,15,2674.089977
4.0,14,2711.665684
11.0,6,2728.135181
6.0,13,2761.913048
1.5,15,2787.461612
1.5,15,2816.371537
15.0,2,2826.496754
12.0,7,2845.433807
14.0,5,2861.510946
0.0,15,2892.956998
4.0,15,2924.271804
0.0,15,2954.796079
8.0,11,2973.320098
11.0,8,2992.540602
14.0,5,3008.757899
9.0,10,3034.465042
14.0,3,3047.913295
8.0,11,3073.437397
9.0,10,3089.644474
14.0,4,3105.52931
1.5,15,3153.550778
0.0,15,3179.29441
8.0,11,3201.620301
11.0,7,3224.120521
13.0,6,3239.7571
15.0,4,3256.012367
-3.0,15,3293.187443
12.0,7,3312.097123
1.5,15,3334.501287
9.0,10,3360.57411
-5.5,15,3385.979388
12.0,6,3404.342331
-4.5,15,3423.714349
4.0,15,3458.479961
9.0,9,3477.340889
14.0,5,3493.559095
10.0,8,3522.491323
11.0,7,3541.939556
0.0,15,3578.487829
-1.5,15,3591.235862
15.0,4,3608.350486
13.0,6,3624.600285
0.5,15,3671.333857
-3.0,15,3686.905313
-1.0,15,3722.239249
0.0,15,3743.641865
-1.0,15,3765.712818
12.0,7,3791.521215
-1.0,15,3832.172137
11.0,8,3851.058592
9.0,10,3870.171323
-4.0,15,3908.342102
10.0,9,3923.912828
12.0,5,3940.037739
0.0,15,3962.295859
14.0,5,3981.983797
12.0,6,4004.817305
6.0,13,4029.800743
15.0,4,4046.270385
-4.0,15,4087.578035
11.0,8,4106.808894
7.0,12,4137.533101
-2.5,15,4153.833292
7.0,11,4173.262957
7.0,11,4211.597114
15.0,2,4221.941667
5.0,13,4256.555992
9.0,10,4285.360957
13.0,5,4299.015161
-3.0,15,4339.571958
0.0,15,4364.729628
1.5,15,4403.17472
2.5,15,4435.219333
7.0,12,4461.703333
1.5,15,4490.83369
7.0,12,4521.999812
15.0,3,4535.172259
15.0,4,4551.365941
-4.5,15,4573.377015
11.0,8,4592.725099
0.0,15,4618.244111
9.0,10,4644.351979
13.0,6,4661.042843
0.0,15,4696.028959
13.0,5,4711.895269
0.0,15,4758.527994
-1.5,15,4780.657642
7.0,11,4809.850629
-1.0,15,4835.717252
0.0,15,4854.595251
9.0,10,4874.376065
1.5,15,4924.728657
1.5,15,4953.118125
13.0,6,4975.156524
11.0,7,4991.647425
15.0,2,5001.250009
6.0,13,5039.573084
1.5,15,5062.411088
-4.5,15,5102.985359
9.0,10,5119.280519
8.0,11,5138.514144
1.5,15,5163.614974
5.0,14,5192.993766
10.0,9,5215.889548
3.0,15,5253.374602
-5.5,15,5290.313168
-2.5,15,5321.796858
12.0,6,5340.987861
14.0,4,5354.563159
0.0,15,5373.944776
13.0,5,5387.117278
1.5,15,5413.151402
10.0,9,5429.537985
12.0,7,5452.529348
12.0,6,5465.962893
-4.0,15,5497.841726
-4.5,15,5539.181964
11.0,8,5561.305755
14.0,5,5577.697556
12.0,7,5596.953647
0.0,15,5618.919332
4.0,15,5637.680654
-5.5,15,5668.385039
13.0,5,5682.048262
9.0,9,5701.474803
-8.0,15,5748.083084
2.5,15,5782.983367
9.0,10,5806.159649
14.0,5,5822.052126
2.5,15,5862.833893
9.0,10,5890.819211
1.5,15,5910.117284
9.0,10,5935.813304
-4.0,15,5973.473161
9.0,10,5996.416297
-1.0,15,6016.340772
-1.0,15,6050.677556
-2.5,15,6076.26738
8.0,9,6091.691646
9.0,9,6111.369597
8.0,11,6130.613271
12.0,7,6146.955488
6.0,13,6187.861201
12.0,6,6201.499973
12.0,7,6217.060995
13.0,6,6236.249311
-3.0,15,6263.812132
9.0,10,6292.739652
13.0,6,6309.420145
7.0,12,6325.812463
1.5,15,6351.786926
-9.5,15,6398.214105
-5.5,15,6419.520975
0.0,15,6436.528786
15.0,4,6452.797028
-1.0,15,6490.954197
14.0,5,6507.338418
13.0,6,6523.670526
-1.0,15,6564.587125
7.0,13,6601.371858
-2.5,15,6641.580214
0.0,15,6676.740334
8.0,11,6699.065654
8.0,11,6720.745574
15.0,2,6730.340083
9.0,9,6762.07503
11.0,7,6781.128466
0.0,15,6814.509566
13.0,6,6833.769053
8.0,11,6855.749036
13.0,5,6872.900496
12.0,7,6889.665675
6.0,13,6917.338083
12.0,7,6937.052161
13.0,6,6956.32263
12.0,6,6975.129744
14.0,5,6991.511561
-9.5,15,7020.36407
13.0,6,7036.751747
-4.0,15,7064.746038
0.0,15,7109.966582
-1.0,15,7145.093283
10.0,9,7167.724171
1.5,15,7190.669389
10.0,9,7206.369992
15.0,4,7222.768337
6.0,11,7256.58609
6.0,13,7294.803703
0.5,15,7314.755956
-3.0,15,7339.8019
4.0,15,7387.216606
1.5,15,7419.13929
11.0,8,7441.416212
0.0,15,7461.10922
9.0,10,7493.327905
1.5,15,7524.935315
-1.5,15,7547.032288
12.0,6,7563.432359
9.0,10,7588.562458
13.0,6,7604.485703
7.0,12,7623.358562
13.0,6,7639.605699
12.0,7,7662.237028
-1.5,15,7697.707558
10.0,8,7713.981178
10.0,9,7730.284658
15.0,2,7740.184111
13.0,6,7756.408047
-3.0,15,7794.555971
6.0,13,7827.218566
9.0,10,7844.168883
1.5,15,7884.593632
1.5,15,7925.762425
-2.5,15,7957.195141
-5.5,15,8006.38541
7.0,11,8025.580782
6.0,12,8044.588525
0.0,15,8060.457156
11.0,8,8086.756261
-1.5,15,8127.261657
14.0,5,8143.305063
0.0,15,8166.003777
1.5,15,8182.705118
1.5,15,8223.949188
15.0,3,8236.648511
13.0,5,8252.910755
1.5,15,8297.108389
-8.5,15,8322.888039
-2.5,15,8361.433061
6.0,12,8389.975535
10.0,9,8419.203382
12.0,6,8435.873908
-1.0,15,8474.091921
12.0,6,8489.904907
11.0,7,8506.388652
10.0,8,8534.795276
9.0,10,8554.275026
8.0,11,8583.136262
1.5,15,8606.124898
-1.0,15,8644.409061
-4.0,15,8679.253758
8.0,10,8702.03534
1.0,15,8736.954611
-11.0,15,8750.152412
11.0,7,8772.107669
9.0,10,8790.948405
5.0,14,8819.594712
7.0,12,8844.561576
12.0,6,8857.959002
12.0,7,8880.360243
-3.0,15,8896.659736
0.0,15,8925.571271
4.0,15,8967.185948
-2.5,15,9001.265179
15.0,4,9017.154769
0.0,15,9061.129225
14.0,5,9076.309212
1.5,15,9117.468141
1.5,15,9155.757026
1.5,15,9173.188182
8.0,11,9190.029093
1.5,15,9223.810543
-8.5,15,9245.957558
3.0,15,9284.539012
9.0,10,9310.138674
12.0,6,9327.094049
1.5,15,9368.672308
14.0,5,9384.961209
10.0,10,9419.713563
6.0,13,9457.778516
6.0,12,9483.850266
10.0,8,9499.577191
12.0,7,9515.89991
7.0,12,9550.944414
-2.5,15,9593.756665
14.0,5,9610.158178
10.0,9,9632.400417
-2.5,15,9667.640526
-1.5,15,9690.146977
14.0,5,9706.673373
0.0,15,9731.578017
6.0,12,9763.558532
2.5,15,9804.545201
14.0,5,9824.009811
13.0,6,9840.497273
12.0,6,9856.270509
14.0,3,9869.8722
0.0,15,9903.275093
6.0,13,9941.363013
14.0,4,9958.018037
-3.0,15,9990.328829
14.0,4,10003.460583
15.0,3,10016.498696
10.0,9,10035.931846
5.0,14,10076.344766
9.0,11,10102.291056
-2.5,15,10139.512398
12.0,6,10153.16663
13.0,6,10169.471338
0.0,15,10189.299642
-2.5,15,10224.173483
0.0,15,10259.263072
5.0,13,10290.761788
13.0,6,10306.908982
13.0,5,10322.717752
-2.5,15,10368.641113
-4.0,15,10403.263801
-8.0,15,10438.330654
1.5,15,10460.642704
7.0,12,10483.421791
2.5,15,10518.294876
-11.0,15,10528.552221
-1.5,15,10547.764492
15.0,4,10564.105686
14.0,4,10580.882075
-4.0,15,10606.775012
10.0,8,10629.330557
0.5,15,10670.472504
8.0,11,10686.676793
15.0,3,10700.141252
-1.0,15,10725.679971
-5.5,15,10763.5325
7.0,11,10788.57128
9.0,10,10804.476503
12.0,7,10820.756164
9.0,10,10840.147407
12.0,7,10855.916976
14.0,4,10869.636399
9.0,10,10894.059651
15.0,3,10907.150343
10.0,9,10926.395648
0.5,15,10951.889342
-1.0,15,10986.288025
0.5,15,11028.539144
9.0,9,11053.444193
14.0,5,11072.975272
11.0,7,11086.378376
8.0,11,11114.695861
5.0,14,11136.664683
6.0,13,11174.425984
7.0,11,11191.277578
-1.5,15,11220.221702
9.0,10,11245.448281
8.0,11,11267.67891
9.0,10,11283.877069
14.0,5,11303.722796
-9.5,15,11344.807805
1.5,15,11379.798187
0.0,15,11398.681122
6.0,13,11427.654809
7.0,11,11463.35674
11.0,8,11486.525095
5.0,14,11515.7722
10.0,9,11532.54071
10.0,8,11551.775453
15.0,3,11565.673534
0.0,15,11597.076939
11.0,8,11620.140972
0.0,15,11646.227882
10.0,9,11662.293265
14.0,4,11675.539303
13.0,5,11688.575041
9.0,10,11714.200864
7.0,12,11742.876424
8.0,11,11771.396835
12.0,7,11790.144897
-1.0,15,11824.270843
1.5,15,11853.461642
4.0,15,11872.853714
11.0,7,11894.818851
0.0,15,11926.967982
8.0,10,11943.13826
12.0,6,11961.850358
-2.5,15,11992.741174
12.0,7,12013.936066
1.5,15,12046.634943
7.0,12,12069.382989
10.0,9,12097.906812
-1.5,15,12120.006225
5.0,13,12133.752032
14.0,5,12149.309947
12.0,6,12165.645744
0.0,15,12202.82078
10.0,9,12221.965696
10.0,9,12241.506003
11.0,8,12258.324517
15.0,2,12268.196898
8.0,11,12290.296624
5.0,13,12309.631697
12.0,7,12331.702539
12.0,6,12351.199616
8.0,11,12376.174113
15.0,3,12388.670172
11.0,7,12405.619244
5.0,14,12428.639442
7.0,12,12445.368609
9.0,8,12461.617891
8.0,11,12486.088061
11.0,8,12508.682889
10.0,9,12525.410368
12.0,7,12551.390845
-5.5,15,12570.964106
-3.0,15,12608.565876
13.0,6,12627.177742
15.0,3,12639.82979
-1.5,15,12683.601589
6.0,13,12711.637015
-1.5,15,12728.607622
10.0,9,12748.22885
12.0,6,12761.317141
9.0,9,12790.13714
