#{"t_start": 1646734026.1803424, "env_id": null}
r,l,t
13.0,6,2694.048298
9.0,9,2720.225008
11.0,7,2737.059386
14.0,5,2753.332329
9.0,10,2779.091494
13.0,6,2796.227903
13.0,6,2813.117082
12.0,7,2839.163702
13.0,6,2856.019743
1.5,15,2878.041071
15.0,4,2895.06701
15.0,4,2912.197691
8.0,10,2948.51435
0.0,15,2965.077494
-11.0,15,3016.516763
15.0,3,3029.91363
11.0,8,3046.353034
12.0,6,3069.232281
11.0,8,3086.191474
14.0,4,3103.08776
8.0,10,3119.597959
12.0,7,3145.314484
11.0,7,3164.883181
6.0,13,3181.734551
2.5,15,3201.325607
15.0,4,3218.380202
14.0,5,3235.091356
15.0,4,3251.913825
14.0,3,3265.463428
10.0,9,3281.946381
15.0,3,3295.379226
5.0,14,3330.404385
15.0,4,3347.425066
9.0,10,3370.628789
-2.5,15,3386.815215
15.0,3,3400.270658
0.0,15,3413.792229
2.5,15,3433.206689
14.0,5,3450.474108
0.5,15,3460.850577
2.5,15,3480.93348
-9.5,15,3513.227656
12.0,6,3529.627546
15.0,4,3546.506739
15.0,2,3556.491143
12.0,7,3572.985824
15.0,3,3586.509366
-1.0,15,3599.332062
13.0,5,3613.12853
10.0,9,3629.667551
12.0,7,3653.726101
6.0,13,3674.01235
-1.5,15,3712.723155
11.0,8,3739.051902
15.0,4,3755.292617
13.0,6,3772.350839
12.0,7,3798.212622
11.0,8,3821.163313
15.0,4,3838.026671
15.0,3,3851.648244
14.0,5,3868.017071
14.0,4,3884.818849
10.0,9,3913.596099
15.0,4,3930.108652
15.0,3,3943.42862
14.0,5,3960.291117
15.0,3,3973.999964
14.0,5,3990.36864
12.0,6,4007.26581
14.0,3,4020.796328
14.0,4,4037.378807
-2.5,15,4047.748144
12.0,7,4074.16299
15.0,3,4087.748331
5.0,13,4122.875053
10.0,8,4148.594439
0.5,15,4165.482475
12.0,6,4182.154169
13.0,5,4198.641038
14.0,3,4212.215012
13.0,5,4228.707775
11.0,8,4245.642007
15.0,4,4262.666936
13.0,5,4278.761194
13.0,5,4292.571415
13.0,5,4309.1202
13.0,6,4326.003493
15.0,4,4342.789065
0.0,15,4359.06014
12.0,7,4375.370516
14.0,4,4392.435928
5.0,13,4414.677159
1.5,15,4430.428963
14.0,5,4447.551159
13.0,6,4464.312628
13.0,6,4481.22843
14.0,4,4498.111672
11.0,8,4527.218044
12.0,7,4544.26766
11.0,8,4561.111488
12.0,7,4577.887013
15.0,2,4587.838042
12.0,7,4604.312887
13.0,6,4621.074251
5.0,13,4634.667447
11.0,8,4657.535277
14.0,5,4674.324657
15.0,4,4691.195587
13.0,6,4708.014842
10.0,9,4739.415695
15.0,4,4755.731453
0.0,15,4772.112719
15.0,3,4785.747459
12.0,5,4798.836478
-1.5,15,4836.792554
14.0,4,4853.113934
15.0,4,4869.898108
13.0,6,4886.77532
14.0,4,4900.326184
15.0,4,4916.093348
14.0,5,4933.251154
12.0,6,4950.028282
0.0,15,4984.750417
10.0,9,5011.093017
13.0,6,5033.53548
15.0,4,5050.592377
12.0,6,5073.405312
14.0,5,5090.242553
15.0,4,5107.083241
13.0,4,5120.651933
14.0,5,5137.047586
14.0,4,5153.747929
13.0,6,5170.570509
15.0,4,5187.291468
12.0,7,5212.796192
11.0,8,5229.703253
14.0,5,5245.880657
-2.5,15,5256.471361
13.0,6,5273.599845
14.0,5,5290.387586
14.0,5,5307.27895
8.0,11,5324.271649
0.5,15,5340.511754
8.0,11,5379.325275
13.0,6,5396.191685
15.0,4,5412.95166
11.0,8,5429.222191
11.0,8,5446.38627
12.0,6,5465.422154
11.0,7,5482.482601
13.0,5,5499.237993
9.0,10,5516.055249
14.0,3,5530.798379
14.0,3,5544.051387
13.0,5,5557.031488
12.0,7,5574.02769
9.0,8,5593.172401
11.0,8,5612.332092
0.5,15,5628.099696
12.0,6,5651.08829
14.0,5,5667.314503
15.0,4,5684.426531
13.0,5,5701.199015
15.0,4,5717.921983
14.0,4,5734.690254
14.0,5,5750.728079
12.0,6,5767.20321
12.0,7,5793.624557
15.0,4,5810.497219
15.0,4,5827.246711
-1.0,15,5853.329091
5.0,14,5872.959881
15.0,4,5889.34993
12.0,6,5903.005071
12.0,7,5919.411663
13.0,5,5936.202068
-4.0,15,5977.701898
14.0,5,5994.84743
14.0,5,6011.658348
14.0,5,6027.872593
14.0,5,6044.982647
10.0,9,6061.088115
15.0,4,6078.164185
15.0,3,6091.712511
15.0,4,6108.199498
14.0,4,6124.959653
9.0,10,6151.119216
12.0,7,6167.28246
14.0,4,6180.979649
15.0,4,6197.407849
2.5,15,6235.751783
15.0,4,6252.649005
14.0,5,6269.580046
12.0,7,6286.320611
9.0,9,6312.261895
15.0,4,6328.959219
13.0,5,6345.810906
13.0,6,6362.573296
13.0,6,6379.389069
15.0,3,6392.670453
1.5,15,6421.862919
12.0,6,6444.859522
14.0,5,6461.63794
7.0,12,6478.532401
13.0,6,6495.439223
15.0,4,6511.678491
9.0,10,6540.648328
9.0,10,6566.370784
15.0,4,6583.232713
15.0,4,6599.456975
11.0,7,6618.839781
0.0,15,6659.69945
14.0,5,6676.199444
13.0,4,6692.435619
14.0,5,6709.402865
13.0,6,6725.532191
15.0,4,6742.544963
15.0,3,6756.130601
9.0,10,6772.480382
15.0,3,6786.158903
1.5,15,6799.403074
11.0,7,6812.845494
0.0,15,6826.044396
15.0,4,6842.570776
15.0,4,6858.676124
14.0,5,6875.656381
15.0,4,6892.547271
15.0,4,6909.266827
2.5,15,6937.941988
15.0,3,6950.924228
13.0,6,6967.782686
6.0,12,6983.814016
14.0,3,6997.315428
8.0,11,7032.644401
12.0,7,7049.74424
11.0,8,7075.838646
15.0,4,7092.72242
-5.5,15,7124.548313
15.0,4,7141.874683
3.0,15,7167.793656
14.0,5,7184.394574
15.0,4,7201.128169
12.0,7,7217.923401
4.0,15,7247.115715
13.0,5,7263.770858
15.0,4,7280.253018
15.0,4,7297.017555
13.0,6,7313.939372
11.0,8,7330.782767
14.0,5,7347.680623
9.0,10,7373.805403
2.5,15,7403.009753
15.0,3,7416.401617
6.0,13,7451.720961
7.0,12,7487.270583
15.0,4,7504.146751
15.0,4,7520.947523
-7.0,15,7565.272255
15.0,4,7581.413901
14.0,5,7598.308291
8.0,11,7614.612037
15.0,4,7631.671709
14.0,5,7648.683525
15.0,4,7665.55419
14.0,5,7682.282768
15.0,4,7699.286824
13.0,6,7716.158222
14.0,5,7733.022294
12.0,7,7749.843536
14.0,4,7766.717188
-1.5,15,7789.343726
12.0,6,7803.066722
13.0,6,7819.620137
13.0,6,7836.449249
14.0,4,7853.356647
9.0,10,7879.066302
15.0,2,7888.673145
12.0,7,7914.37137
13.0,6,7930.513901
13.0,6,7947.456289
14.0,5,7964.322863
12.0,7,7987.007761
13.0,5,8004.076151
10.0,8,8017.598409
-4.5,15,8065.047753
-1.0,15,8096.710045
15.0,4,8113.723161
-3.0,15,8162.054105
13.0,6,8178.42339
4.0,15,8213.782162
12.0,6,8230.548295
12.0,6,8244.200142
7.0,12,8279.346785
12.0,6,8296.110043
9.0,10,8322.167525
9.0,10,8341.455988
14.0,4,8357.91733
14.0,5,8376.019697
15.0,4,8392.940346
15.0,4,8409.680023
8.0,12,8444.745841
15.0,4,8461.728141
14.0,5,8478.552243
13.0,6,8495.355786
-5.5,15,8539.287942
13.0,5,8555.504697
13.0,6,8572.399549
13.0,6,8589.105886
15.0,4,8605.906142
9.0,10,8632.05273
15.0,4,8648.827607
14.0,5,8665.705002
9.0,10,8691.59364
15.0,4,8708.359856
6.0,13,8742.979477
14.0,5,8760.038585
15.0,4,8776.84603
13.0,6,8792.941334
6.0,12,8824.551039
14.0,4,8841.639274
13.0,5,8855.177792
13.0,5,8871.66161
-3.0,15,8903.717802
13.0,6,8920.767537
12.0,6,8939.921771
11.0,8,8965.705381
14.0,4,8979.189882
10.0,8,8995.679001
14.0,5,9012.530236
15.0,4,9029.28426
14.0,5,9046.174444
15.0,4,9062.942192
0.0,15,9110.18459
14.0,5,9126.905504
15.0,3,9140.445094
14.0,5,9156.891443
15.0,3,9170.441869
14.0,5,9186.692483
15.0,4,9203.452683
8.0,11,9225.951303
13.0,6,9248.723765
12.0,7,9274.34309
13.0,6,9291.329593
-9.5,15,9335.680905
-1.5,15,9354.014778
15.0,4,9371.173519
6.0,12,9387.538723
14.0,4,9403.962969
12.0,6,9420.73096
13.0,6,9437.510771
14.0,5,9454.419699
9.0,10,9479.990939
8.0,11,9497.035651
11.0,8,9522.997753
-2.5,15,9533.318773
14.0,4,9547.116581
8.0,11,9575.746958
15.0,4,9592.795015
9.0,10,9612.12648
15.0,4,9628.493213
14.0,5,9645.426405
14.0,5,9662.073495
15.0,4,9678.352554
15.0,4,9695.324744
15.0,4,9712.13494
0.0,15,9741.225472
10.0,8,9767.12967
12.0,6,9783.620406
14.0,5,9800.728132
13.0,6,9817.672143
12.0,7,9833.823962
15.0,4,9850.809141
13.0,6,9867.55126
14.0,4,9881.062376
12.0,6,9903.639632
6.0,13,9947.891065
15.0,4,9964.942759
1.5,15,9990.484611
14.0,5,10007.558169
15.0,4,10024.402423
15.0,4,10041.025799
-4.0,15,10092.091856
10.0,9,10117.691375
15.0,4,10134.549757
15.0,4,10151.264268
15.0,4,10168.168628
14.0,4,10184.961861
14.0,5,10201.609882
8.0,9,10227.135836
10.0,9,10252.850083
14.0,5,10269.752167
13.0,5,10286.555647
15.0,4,10303.446424
14.0,4,10316.841202
15.0,3,10330.016592
14.0,4,10346.543861
14.0,4,10363.260491
14.0,5,10380.176733
15.0,4,10397.125092
0.0,15,10444.771364
2.5,15,10471.215287
14.0,4,10484.820741
12.0,7,10501.224053
9.0,10,10536.44915
1.5,15,10556.31073
-11.0,15,10588.661668
12.0,7,10614.264877
15.0,3,10627.675745
15.0,4,10644.028567
14.0,5,10660.780721
14.0,5,10677.508775
8.0,10,10696.8932
12.0,5,10709.986054
1.5,15,10735.331269
-1.0,15,10751.699491
14.0,4,10768.703119
15.0,4,10785.595434
15.0,4,10802.304729
5.0,12,10840.012009
12.0,6,10855.654945
15.0,4,10872.691846
15.0,4,10889.53073
10.0,9,10914.964041
15.0,4,10931.893334
15.0,3,10945.457921
2.5,15,10970.620376
15.0,4,10987.645829
15.0,4,11004.439339
13.0,5,11021.105554
14.0,4,11037.859571
14.0,5,11054.698688
13.0,6,11071.629185
13.0,6,11088.317398
15.0,4,11105.009015
14.0,4,11121.73982
10.0,9,11147.043993
15.0,3,11160.726939
11.0,8,11177.048538
15.0,4,11193.742953
15.0,3,11207.214378
7.0,12,11232.951485
0.0,15,11265.129082
12.0,7,11291.486027
6.0,12,11326.472396
15.0,4,11343.379908
14.0,5,11360.216397
15.0,3,11373.646558
14.0,5,11390.444274
15.0,3,11405.191451
12.0,6,11421.694133
11.0,8,11438.476513
13.0,6,11455.420222
11.0,8,11472.171058
15.0,4,11489.005406
15.0,4,11505.881516
-1.0,15,11522.210612
15.0,4,11539.284695
13.0,5,11556.166098
13.0,5,11572.910306
15.0,3,11586.055354
15.0,4,11603.210688
1.5,15,11619.267735
14.0,5,11636.344511
12.0,7,11659.092908
14.0,5,11675.926795
14.0,4,11692.649764
15.0,4,11709.473527
-11.0,15,11747.447624
11.0,8,11773.467209
14.0,4,11789.74418
10.0,8,11811.74119
13.0,5,11825.23617
9.0,10,11841.639392
7.0,12,11858.407715
1.0,15,11884.61831
14.0,4,11901.351068
13.0,6,11918.338285
4.0,14,11959.041455
12.0,7,11976.240618
14.0,4,11989.671337
14.0,4,12006.139451
13.0,5,12019.60275
14.0,5,12035.979072
15.0,4,12052.952725
15.0,4,12069.807439
13.0,6,12086.67205
15.0,2,12096.648587
14.0,5,12113.134827
1.5,15,12132.839323
15.0,4,12149.251391
12.0,7,12175.546054
15.0,4,12192.564181
10.0,7,12211.825327
15.0,4,12228.535854
14.0,5,12245.164033
15.0,4,12262.058163
11.0,8,12278.889197
14.0,5,12295.74788
15.0,4,12312.491153
2.5,15,12341.798657
14.0,4,12355.487779
14.0,5,12371.943304
10.0,9,12397.331764
15.0,3,12411.104717
11.0,7,12424.163577
14.0,5,12440.526235
2.5,15,12460.180402
15.0,4,12477.293901
15.0,4,12494.179068
11.0,8,12520.171465
14.0,5,12536.9798
11.0,7,12556.347946
15.0,4,12572.808695
8.0,11,12598.247647
11.0,8,12615.353257
12.0,7,12632.05688
14.0,5,12648.755561
15.0,4,12665.606786
14.0,5,12682.370058
1.0,15,12723.396327
10.0,9,12749.809788
15.0,4,12766.630446
15.0,4,12783.429005
15.0,4,12800.243295
15.0,4,12817.112942
11.0,7,12838.984947
0.5,15,12873.779575
15.0,4,12890.440732
5.0,13,12916.105443
12.0,7,12932.445928
14.0,4,12949.289559
15.0,3,12962.773561
10.0,9,12979.288968
15.0,3,12992.725723
15.0,4,13009.354419
14.0,4,13022.907583
5.0,14,13048.684068
10.0,8,13062.228163
14.0,4,13075.324366
14.0,5,13091.569719
12.0,7,13108.303941
15.0,3,13121.745741
2.5,15,13141.095272
-1.0,15,13160.342808
14.0,5,13177.311284
13.0,6,13194.360612
11.0,8,13217.579388
13.0,6,13234.309924
14.0,4,13247.726451
13.0,5,13264.095202
15.0,4,13280.062519
14.0,4,13293.675214
13.0,6,13310.028046
15.0,3,13323.546597
15.0,4,13340.014211
9.0,9,13366.161735
12.0,7,13382.888279
14.0,4,13399.701521
5.0,14,13440.513963
14.0,4,13454.224362
15.0,4,13470.611858
11.0,8,13487.410258
15.0,4,13504.240316
15.0,3,13517.749692
2.5,15,13546.240492
13.0,5,13563.234615
14.0,4,13579.935842
15.0,3,13593.54894
13.0,6,13610.180068
13.0,5,13626.935885
13.0,6,13643.716579
9.0,9,13659.842237
14.0,5,13676.814062
14.0,4,13693.615782
13.0,5,13707.101494
2.5,15,13726.523259
12.0,6,13743.654515
14.0,4,13760.416615
15.0,4,13777.231095
15.0,4,13794.092397
14.0,5,13810.903536
2.5,15,13830.663637
15.0,4,13847.664308
10.0,8,13861.123239
15.0,4,13877.440282
12.0,7,13894.467779
12.0,7,13911.276289
14.0,5,13928.104387
14.0,4,13941.760687
14.0,4,13958.16665
14.0,5,13975.096194
12.0,6,13991.90526
15.0,4,14008.661137
14.0,5,14025.575392
1.5,15,14051.149033
14.0,5,14068.215971
11.0,8,14084.995437
14.0,3,14094.994321
14.0,4,14111.55797
12.0,6,14128.867938
9.0,10,14145.769854
14.0,4,14162.100158
11.0,8,14179.014214
14.0,5,14195.737419
15.0,3,14209.252038
14.0,4,14225.767404
15.0,3,14239.348222
13.0,5,14257.190881
15.0,4,14273.47996
12.0,7,14299.339272
14.0,4,14316.397095
14.0,4,14333.39521
13.0,4,14346.948529
14.0,4,14363.460461
14.0,5,14380.623185
15.0,3,14394.088063
15.0,4,14410.573251
14.0,5,14427.486917
13.0,6,14444.252939
14.0,4,14461.100288
15.0,4,14477.844805
15.0,4,14494.774662
15.0,4,14511.627987
15.0,3,14525.363471
14.0,4,14542.120234
15.0,4,14559.002648
13.0,6,14575.90168
15.0,4,14592.648267
15.0,4,14609.39751
15.0,4,14626.170284
8.0,11,14661.447804
14.0,4,14678.270297
15.0,4,14695.113302
14.0,5,14711.886861
-1.0,15,14722.325846
15.0,4,14740.171056
14.0,4,14757.032075
14.0,5,14773.987579
15.0,4,14791.365318
14.0,5,14808.49297
14.0,4,14821.777779
15.0,4,14838.792055
-1.0,15,14862.011932
2.5,15,14887.931207
13.0,5,14904.938869
5.0,14,14949.004545
12.0,6,14965.562644
15.0,4,14982.554032
14.0,5,14999.232164
15.0,4,15016.164023
15.0,4,15032.925645
15.0,4,15049.848632
11.0,7,15063.397566
15.0,3,15076.28385
8.0,11,15102.393858
15.0,4,15119.373314
14.0,5,15138.947439
14.0,5,15155.88376
11.0,8,15181.893756
15.0,4,15198.808256
15.0,4,15215.595151
15.0,4,15232.582017
-4.5,15,15271.019987
14.0,5,15287.52849
14.0,4,15303.829315
13.0,5,15320.902117
14.0,4,15337.988994
11.0,8,15354.864395
13.0,6,15371.686341
15.0,3,15385.210436
12.0,7,15401.562146
8.0,10,15420.897399
-1.0,15,15430.928141
1.0,15,15450.835886
15.0,4,15468.10844
14.0,4,15484.983983
12.0,7,15511.15624
11.0,8,15537.140338
15.0,4,15553.984506
15.0,4,15570.750711
14.0,4,15587.396353
14.0,4,15604.187944
11.0,8,15620.953581
2.5,15,15640.863438
14.0,4,15654.583657
14.0,5,15671.097807
11.0,8,15697.217813
13.0,6,15714.007566
14.0,4,15730.969763
2.5,15,15762.968206
1.5,15,15779.001917
8.0,11,15814.501417
14.0,5,15831.373252
15.0,4,15848.262154
14.0,5,15864.970814
15.0,4,15881.796618
1.5,15,15901.573953
14.0,4,15917.996555
15.0,4,15935.058652
11.0,7,15961.209049
14.0,4,15974.729191
13.0,5,15991.191836
15.0,4,16008.163261
15.0,4,16025.036594
14.0,4,16041.877807
1.5,15,16071.065711
1.5,15,16091.00759
15.0,4,16107.987747
15.0,4,16124.895285
15.0,4,16141.840229
-7.0,15,16193.013667
15.0,4,16208.701864
10.0,8,16224.898952
15.0,4,16241.82035
1.5,15,16261.731676
14.0,5,16278.783371
15.0,4,16295.59461
12.0,7,16321.644898
0.5,15,16331.998846
15.0,4,16349.035821
15.0,4,16365.826726
15.0,4,16382.613245
15.0,3,16396.33696
14.0,5,16412.894473
11.0,7,16429.078782
15.0,4,16446.132042
14.0,4,16462.254545
14.0,4,16475.938827
12.0,7,16492.449631
14.0,5,16509.288399
15.0,4,16526.139707
13.0,6,16542.96405
13.0,5,16556.476485
11.0,8,16582.254859
13.0,6,16599.080044
13.0,5,16615.897168
11.0,8,16641.944854
15.0,4,16658.76681
15.0,4,16675.562317
6.0,12,16694.814359
15.0,4,16711.277013
14.0,5,16728.08021
15.0,4,16744.816037
15.0,4,16761.756054
15.0,4,16778.640976
15.0,4,16795.428683
14.0,5,16812.252081
14.0,4,16825.766706
15.0,4,16842.263537
14.0,5,16859.056319
11.0,8,16885.363806
14.0,5,16902.07899
14.0,4,16918.76688
7.0,11,16932.461725
14.0,5,16948.891336
13.0,6,16965.684354
6.0,13,17001.015114
9.0,9,17032.88559
10.0,8,17059.193904
15.0,4,17076.043239
10.0,9,17099.129807
15.0,3,17112.649334
13.0,6,17129.111195
-3.0,15,17170.812177
1.5,15,17187.608941
1.5,15,17216.76454
14.0,4,17233.773345
15.0,4,17250.634155
14.0,5,17267.503255
14.0,5,17283.763236
9.0,10,17320.863458
15.0,4,17337.620448
9.0,9,17351.066063
13.0,5,17367.450169
6.0,13,17412.196918
12.0,7,17438.254536
4.0,15,17482.161405
14.0,5,17499.149204
13.0,5,17515.89254
15.0,4,17532.106383
15.0,4,17549.204882
14.0,5,17566.124385
15.0,3,17579.614711
15.0,3,17592.749379
15.0,3,17605.748725
15.0,4,17622.248438
15.0,4,17639.120864
2.5,15,17658.910069
15.0,4,17675.860567
14.0,5,17692.720229
11.0,8,17718.883062
1.5,15,17747.983609
12.0,7,17774.561317
15.0,4,17791.341766
13.0,6,17808.211375
14.0,5,17825.098685
15.0,4,17841.869966
15.0,4,17858.631834
12.0,7,17875.465216
14.0,4,17892.217838
15.0,4,17909.027604
15.0,3,17922.693788
15.0,4,17939.124105
15.0,3,17952.724317
7.0,12,17986.949113
15.0,4,18003.847944
14.0,5,18020.747729
13.0,5,18037.473011
-2.5,15,18078.804607
1.5,15,18107.282294
14.0,5,18124.243009
15.0,3,18137.747193
15.0,3,18150.885621
15.0,3,18163.944526
13.0,6,18180.391654
12.0,6,18203.191713
15.0,4,18219.976658
14.0,4,18236.723297
15.0,4,18253.599469
9.0,10,18278.992107
15.0,3,18292.7436
3.0,15,18311.630375
15.0,3,18324.553047
8.0,11,18341.277235
14.0,5,18358.096249
12.0,7,18374.831957
14.0,5,18391.688996
15.0,4,18408.457883
12.0,6,18431.2118
14.0,5,18447.399027
15.0,3,18461.026494
10.0,8,18483.694002
0.5,15,18493.999364
15.0,4,18511.182255
5.0,13,18524.7869
14.0,5,18541.161005
15.0,4,18557.879051
13.0,5,18574.704926
6.0,13,18619.332534
14.0,5,18636.217835
15.0,4,18653.078409
15.0,4,18669.811048
12.0,6,18686.660671
15.0,4,18703.493679
15.0,4,18720.376238
14.0,4,18737.144471
12.0,7,18753.866093
9.0,9,18773.746493
15.0,4,18790.76318
15.0,4,18807.525823
14.0,5,18824.286407
12.0,6,18837.778976
15.0,4,18854.275399
14.0,5,18870.968004
11.0,8,18893.728441
15.0,4,18909.907886
15.0,3,18923.333176
14.0,5,18939.742047
13.0,6,18956.680165
14.0,5,18972.743971
14.0,4,18986.253069
11.0,8,19012.382938
8.0,10,19025.858268
15.0,4,19042.28016
8.0,11,19076.870689
15.0,4,19093.970292
15.0,4,19110.934029
9.0,9,19127.140553
13.0,5,19144.167837
15.0,3,19157.659488
15.0,3,19170.684569
12.0,5,19187.172175
14.0,5,19203.919184
14.0,4,19220.727566
14.0,4,19236.870542
15.0,4,19253.872508
13.0,6,19270.842068
2.5,15,19290.673342
9.0,10,19307.671845
10.0,9,19324.669466
14.0,5,19341.429529
9.0,9,19367.369832
14.0,5,19384.313776
15.0,4,19401.128271
14.0,4,19414.736455
14.0,5,19431.223233
14.0,4,19447.940286
1.5,15,19471.213904
15.0,3,19484.907308
15.0,3,19498.091264
13.0,6,19514.52492
15.0,3,19528.01495
15.0,3,19541.322948
7.0,11,19569.56502
14.0,5,19586.031024
12.0,7,19612.156172
12.0,7,19638.251962
15.0,4,19654.975531
15.0,4,19671.812133
15.0,4,19688.749776
13.0,5,19706.260581
15.0,4,19723.121963
1.5,15,19761.7798
14.0,5,19779.524578
13.0,5,19796.555553
4.0,15,19841.353776
9.0,10,19867.072868
11.0,7,19893.367188
14.0,5,19910.163903
15.0,4,19926.994754
14.0,5,19943.714853
14.0,4,19959.964284
15.0,4,19976.947764
14.0,4,19990.510434
14.0,5,20006.917629
11.0,8,20023.65644
15.0,3,20037.121838
15.0,4,20053.797611
13.0,5,20070.676794
9.0,10,20096.821736
13.0,6,20113.648338
15.0,4,20130.329339
9.0,9,20156.378762
0.0,15,20169.879192
15.0,4,20186.277553
13.0,6,20208.135595
13.0,6,20225.163032
13.0,6,20241.256477
13.0,6,20258.32031
3.0,15,20271.870111
15.0,4,20288.329828
-3.0,15,20336.247653
14.0,5,20352.6246
14.0,5,20369.587295
15.0,3,20383.156076
14.0,5,20400.87806
8.0,10,20432.799192
15.0,4,20449.662845
13.0,5,20466.390789
15.0,4,20483.168455
15.0,4,20500.016357
14.0,4,20513.624266
10.0,8,20539.376923
15.0,4,20556.308416
14.0,5,20573.186974
15.0,4,20589.884352
6.0,12,20624.763764
15.0,4,20641.788388
15.0,4,20658.696459
14.0,4,20674.923495
10.0,8,20701.185423
15.0,2,20711.040343
14.0,5,20727.470446
14.0,3,20740.875956
15.0,4,20757.194842
15.0,4,20774.036295
15.0,4,20790.904084
0.0,15,20807.058558
1.5,15,20826.967686
13.0,5,20843.978397
14.0,5,20860.772408
13.0,5,20877.523369
15.0,4,20894.166575
15.0,4,20911.110195
13.0,5,20924.690109
15.0,3,20937.741923
14.0,4,20954.18855
11.0,7,20967.760122
11.0,7,20993.615381
14.0,4,21009.711478
14.0,5,21026.680336
15.0,4,21043.391988
15.0,4,21060.126729
15.0,3,21073.795423
13.0,6,21089.650133
-3.0,15,21131.431073
14.0,5,21147.899352
11.0,8,21177.211573
15.0,4,21194.148734
14.0,5,21210.870091
14.0,5,21227.06531
14.0,5,21244.25602
13.0,5,21257.792622
14.0,4,21270.81406
1.5,15,21290.104594
15.0,4,21306.410639
14.0,4,21323.322033
14.0,5,21343.109379
15.0,4,21360.107732
15.0,4,21377.040509
15.0,3,21390.579786
14.0,5,21406.201537
12.0,5,21423.225249
13.0,7,21449.318826
14.0,4,21466.056049
9.0,10,21501.446008
11.0,8,21527.598831
13.0,5,21544.439783
14.0,4,21561.179628
5.0,13,21574.618011
14.0,5,21591.176004
15.0,3,21604.678985
7.0,11,21620.443004
13.0,5,21634.283516
1.5,15,21653.616272
15.0,4,21670.776623
13.0,6,21687.606269
2.5,15,21707.48788
14.0,4,21723.994604
11.0,8,21741.039532
15.0,4,21757.953369
12.0,7,21774.942348
15.0,3,21788.371849
15.0,4,21804.851928
15.0,4,21821.554278
12.0,6,21837.733724
1.5,15,21861.033225
14.0,5,21878.141443
11.0,7,21894.998148
14.0,3,21908.557085
15.0,4,21924.964079
14.0,5,21941.875908
11.0,8,21961.220282
-1.5,15,21976.941141
15.0,4,21994.864433
13.0,5,22011.939798
9.0,9,22028.791933
15.0,3,22042.694887
14.0,5,22059.102294
12.0,6,22072.773149
12.0,6,22089.268934
15.0,4,22106.659729
14.0,5,22123.465849
14.0,5,22140.411685
15.0,4,22157.098394
12.0,7,22183.19252
12.0,6,22196.831578
15.0,4,22213.243569
15.0,3,22226.858162
15.0,4,22243.167535
-4.5,15,22281.652564
