#{"t_start": 1646802893.7918987, "env_id": null}
r,l,t
15.0,4,18.282933
15.0,3,32.078506
15.0,3,45.254481
15.0,4,62.038848
14.0,5,78.803525
12.0,6,94.866384
-5.5,15,142.173803
15.0,4,158.166941
14.0,5,174.940279
0.5,15,185.304496
7.0,12,201.741415
14.0,4,218.010428
6.0,13,253.119919
15.0,4,269.838803
14.0,4,283.301241
15.0,4,299.544249
15.0,4,316.174519
14.0,5,332.782907
15.0,3,346.238267
14.0,4,362.410194
15.0,3,375.822666
15.0,4,392.048138
15.0,4,408.789528
2.5,15,450.063285
15.0,3,463.072206
15.0,4,479.545974
14.0,4,496.282001
-4.0,15,543.490523
14.0,4,556.168915
15.0,4,572.87773
15.0,4,589.418269
15.0,4,606.120886
15.0,4,622.8326
15.0,4,639.565892
13.0,5,656.334639
14.0,4,672.983282
15.0,4,689.590678
5.0,14,733.290299
14.0,5,750.054963
15.0,3,763.457845
15.0,4,779.729913
15.0,4,796.366909
2.5,15,819.062471
15.0,3,832.160915
11.0,7,857.544668
15.0,4,874.256128
14.0,5,890.893133
14.0,5,907.669611
14.0,5,924.343856
15.0,4,941.055908
1.5,15,969.968934
13.0,4,983.596928
15.0,4,999.9059
15.0,3,1013.32349
14.0,4,1029.69539
12.0,7,1055.742466
13.0,6,1072.518486
15.0,4,1089.302532
15.0,4,1106.039952
15.0,3,1119.448389
14.0,4,1135.773916
2.5,15,1158.565485
13.0,5,1171.518734
15.0,4,1187.722605
15.0,4,1204.414881
14.0,4,1221.162325
15.0,4,1237.932132
2.5,15,1257.504955
15.0,4,1274.447868
13.0,5,1291.099002
15.0,4,1307.778439
15.0,4,1324.386923
15.0,4,1341.105539
13.0,5,1357.777864
13.0,5,1373.741632
15.0,4,1390.638236
14.0,5,1407.367593
15.0,4,1423.944777
15.0,4,1440.538405
0.5,15,1478.355599
-5.5,15,1504.162318
15.0,3,1516.957335
10.0,10,1548.634355
15.0,4,1565.475836
1.5,15,1585.014935
15.0,4,1601.928172
15.0,4,1618.688991
13.0,5,1635.348328
15.0,4,1651.988317
13.0,5,1668.654619
14.0,5,1685.236117
15.0,4,1702.022449
15.0,4,1718.706939
15.0,4,1735.434908
14.0,4,1752.170049
14.0,4,1765.586125
15.0,3,1778.517849
15.0,4,1794.914566
15.0,4,1811.49836
15.0,4,1828.162318
14.0,4,1844.913742
15.0,3,1858.361687
9.0,10,1877.016432
15.0,4,1893.426746
15.0,3,1906.774414
14.0,5,1922.387274
7.0,11,1935.930739
15.0,4,1952.256682
14.0,4,1965.565577
14.0,3,1978.664761
2.5,15,2001.069189
15.0,4,2017.295539
8.0,10,2052.335057
13.0,5,2069.145201
15.0,4,2085.910473
15.0,4,2102.506656
15.0,4,2119.152709
15.0,4,2135.82711
2.5,15,2164.645959
14.0,5,2181.581758
14.0,4,2199.090836
15.0,4,2216.333624
14.0,5,2233.055503
15.0,4,2249.800974
12.0,7,2275.653759
12.0,6,2289.108477
15.0,4,2305.459972
15.0,4,2322.235429
15.0,4,2338.951018
14.0,5,2355.525644
14.0,5,2372.150015
15.0,4,2388.223903
15.0,4,2405.137395
15.0,4,2421.798449
15.0,4,2438.452124
0.5,15,2448.726775
15.0,4,2465.667376
12.0,7,2491.577671
11.0,7,2517.406136
15.0,4,2534.104316
12.0,7,2559.866752
15.0,4,2576.483497
15.0,3,2589.798831
10.0,8,2615.217098
15.0,4,2631.857166
9.0,10,2657.046751
11.0,8,2683.117624
14.0,4,2696.591946
9.0,10,2712.909841
15.0,4,2729.581856
15.0,4,2746.091977
14.0,4,2762.69903
14.0,3,2776.118531
15.0,4,2792.424305
15.0,4,2809.232787
14.0,4,2825.96964
11.0,7,2851.894779
15.0,4,2868.593678
15.0,4,2885.414672
15.0,3,2898.752805
12.0,7,2924.125912
14.0,5,2940.691937
15.0,3,2954.034606
15.0,3,2967.158662
15.0,4,2983.448171
15.0,4,3000.101627
15.0,3,3013.534616
15.0,4,3029.778309
15.0,3,3043.221629
14.0,4,3058.866783
15.0,3,3072.474959
15.0,4,3088.711456
14.0,5,3105.43673
15.0,3,3118.878986
15.0,4,3135.205274
11.0,7,3161.118635
14.0,4,3177.78175
2.5,15,3197.393335
15.0,4,3214.286961
15.0,4,3230.953443
15.0,4,3247.590086
11.0,7,3273.400444
15.0,4,3290.133772
15.0,4,3306.689426
15.0,4,3323.301021
15.0,4,3339.946538
1.5,15,3360.959956
11.0,8,3387.062874
15.0,4,3403.707441
-5.5,15,3450.898509
14.0,3,3463.624765
15.0,4,3480.418052
15.0,3,3493.934816
15.0,4,3510.240311
-1.0,15,3520.566384
15.0,4,3537.379863
15.0,4,3554.107304
14.0,3,3567.570368
7.0,11,3601.990699
14.0,4,3618.804717
15.0,3,3632.209443
2.5,15,3669.983772
12.0,7,3686.851216
14.0,4,3703.517708
15.0,4,3720.327298
15.0,3,3733.689559
14.0,5,3750.011231
15.0,4,3766.731225
15.0,4,3783.393725
14.0,4,3800.150607
